timestamp,symbol,high,low,close,volume,vwap,trade_count
2025-07-11 09:30:00,FTFT,2.31,2.31,2.31,183,2.31,3
2025-07-11 09:31:00,FTFT,2.27,2.25,2.26,396,2.26,5
2025-07-11 09:32:00,FTFT,2.35,2.33,2.35,200,2.34,2
2025-07-11 09:33:00,FTFT,2.26,2.26,2.26,181,2.26,4
2025-07-11 09:34:00,FTFT,2.25,2.25,2.25,152,2.25,3
2025-07-11 09:35:00,FTFT,2.19,2.19,2.19,100,2.19,1
2025-07-11 09:36:00,FTFT,2.19,2.19,2.19,104,2.19,2
2025-07-11 09:37:00,FTFT,2.22,2.22,2.22,100,2.22,1
2025-07-11 09:38:00,FTFT,2.25,2.25,2.25,200,2.25,2
2025-07-11 09:41:00,FTFT,2.22,2.22,2.22,100,2.22,1
2025-07-11 09:42:00,FTFT,2.48,2.27,2.47,754,2.355455,7
2025-07-11 09:43:00,FTFT,2.7,2.52,2.7,1034,2.658,10
2025-07-11 09:44:00,FTFT,2.76,2.7,2.705,3732,2.713732,29
2025-07-11 09:45:00,FTFT,2.695,2.585,2.68,2608,2.630007,25
2025-07-11 09:46:00,FTFT,2.795,2.795,2.795,100,2.795,1
2025-07-11 09:48:00,FTFT,2.68,2.61,2.61,904,2.654286,11
2025-07-11 09:49:00,FTFT,2.515,2.51,2.515,300,2.5125,5
2025-07-11 09:50:00,FTFT,2.52,2.355,2.38,1313,2.421628,10
2025-07-11 09:51:00,FTFT,2.44,2.41,2.44,725,2.418621,7
2025-07-11 09:52:00,FTFT,2.615,2.47,2.615,1099,2.589725,10
2025-07-11 09:53:00,FTFT,2.625,2.615,2.625,800,2.620128,5
2025-07-11 09:56:00,FTFT,2.645,2.535,2.645,2383,2.563151,17
2025-07-11 09:57:00,FTFT,2.675,2.635,2.635,700,2.657857,5
2025-07-11 09:58:00,FTFT,2.645,2.615,2.645,1757,2.62625,15
2025-07-11 10:00:00,FTFT,2.69,2.66,2.69,622,2.675,8
2025-07-11 10:03:00,FTFT,2.63,2.6,2.6,729,2.611577,7
2025-07-11 10:04:00,FTFT,2.53,2.52,2.53,219,2.525,3
2025-07-11 10:05:00,FTFT,2.56,2.505,2.54,529,2.535,11
2025-07-11 10:06:00,FTFT,2.54,2.5,2.5,456,2.52892,4
2025-07-11 10:07:00,FTFT,2.53,2.385,2.4,1338,2.433178,10
2025-07-11 10:08:00,FTFT,2.4,2.26,2.3,2620,2.303787,22
2025-07-11 10:09:00,FTFT,2.355,2.33,2.355,535,2.34625,6
2025-07-11 10:10:00,FTFT,2.37,2.33,2.35,1304,2.343,12
2025-07-11 10:11:00,FTFT,2.435,2.375,2.405,1657,2.402188,8
2025-07-11 10:12:00,FTFT,2.51,2.39,2.51,912,2.4325,23
2025-07-11 10:13:00,FTFT,2.48,2.47,2.48,437,2.476667,5
2025-07-11 10:14:00,FTFT,2.52,2.47,2.48,636,2.4875,9
2025-07-11 10:15:00,FTFT,2.43,2.4,2.43,287,2.415,4
2025-07-11 10:17:00,FTFT,2.46,2.41,2.42,1780,2.432888,11
2025-07-11 10:18:00,FTFT,2.42,2.42,2.42,177,2.42,3
2025-07-11 10:19:00,FTFT,2.39,2.39,2.39,300,2.39,2
2025-07-11 10:21:00,FTFT,2.36,2.3,2.3,360,2.34,4
2025-07-11 10:22:00,FTFT,2.4,2.32,2.4,482,2.35,6
2025-07-11 10:24:00,FTFT,2.33,2.33,2.33,107,2.33,2
2025-07-11 10:25:00,FTFT,2.35,2.35,2.35,100,2.35,1
2025-07-11 10:26:00,FTFT,2.4,2.4,2.4,100,2.4,1
2025-07-11 10:28:00,FTFT,2.42,2.42,2.42,104,2.42,2
2025-07-11 10:29:00,FTFT,2.39,2.39,2.39,100,2.39,1
2025-07-11 10:30:00,FTFT,2.43,2.41,2.43,296,2.42,4
2025-07-11 10:32:00,FTFT,2.41,2.37,2.4,906,2.388889,9
2025-07-11 10:33:00,FTFT,2.38,2.38,2.38,200,2.38,2
2025-07-11 10:34:00,FTFT,2.39,2.31,2.31,1366,2.346923,10
2025-07-11 10:35:00,FTFT,2.38,2.365,2.365,509,2.37375,6
2025-07-11 10:36:00,FTFT,2.405,2.4,2.4,300,2.403333,3
2025-07-11 10:37:00,FTFT,2.44,2.44,2.44,100,2.44,1
2025-07-11 10:38:00,FTFT,2.42,2.41,2.41,300,2.413333,3
2025-07-11 10:39:00,FTFT,2.43,2.43,2.43,183,2.43,4
2025-07-11 10:40:00,FTFT,2.45,2.39,2.39,1625,2.42625,8
2025-07-11 10:41:00,FTFT,2.35,2.34,2.34,475,2.3475,5
2025-07-11 10:42:00,FTFT,2.38,2.38,2.38,100,2.38,1
2025-07-11 10:45:00,FTFT,2.41,2.395,2.41,599,2.398,3
2025-07-11 10:47:00,FTFT,2.43,2.43,2.43,180,2.43,2
2025-07-11 10:48:00,FTFT,2.41,2.41,2.41,400,2.41,2
2025-07-11 10:50:00,FTFT,2.5,2.47,2.48,926,2.49,9
2025-07-11 10:51:00,FTFT,2.565,2.495,2.555,2466,2.540977,18
2025-07-11 10:52:00,FTFT,2.585,2.57,2.585,1632,2.578834,16
2025-07-11 10:53:00,FTFT,2.59,2.55,2.59,226,2.57,3
2025-07-11 10:55:00,FTFT,2.53,2.53,2.53,177,2.53,4
2025-07-11 10:56:00,FTFT,2.495,2.47,2.47,1436,2.482857,10
2025-07-11 10:57:00,FTFT,2.465,2.465,2.465,499,2.465,3
2025-07-11 10:58:00,FTFT,2.465,2.46,2.465,650,2.463077,4
2025-07-11 10:59:00,FTFT,2.455,2.435,2.435,699,2.448333,4
2025-07-11 11:00:00,FTFT,2.515,2.47,2.515,500,2.506,2
2025-07-11 11:01:00,FTFT,2.45,2.45,2.45,135,2.45,3
2025-07-11 11:02:00,FTFT,2.465,2.42,2.465,1775,2.450286,11
2025-07-11 11:03:00,FTFT,2.46,2.42,2.425,729,2.433571,5
2025-07-11 11:04:00,FTFT,2.49,2.49,2.49,141,2.49,3
2025-07-11 11:05:00,FTFT,2.43,2.43,2.43,400,2.43,2
2025-07-11 11:06:00,FTFT,2.47,2.43,2.45,960,2.442665,6
2025-07-11 11:07:00,FTFT,2.5,2.46,2.48,1125,2.49018,10
2025-07-11 11:09:00,FTFT,2.54,2.54,2.54,100,2.54,1
2025-07-11 11:11:00,FTFT,2.545,2.54,2.54,300,2.543333,2
2025-07-11 11:12:00,FTFT,2.565,2.545,2.565,200,2.555,2
2025-07-11 11:13:00,FTFT,2.58,2.58,2.58,125,2.58,2
2025-07-11 11:16:00,FTFT,2.47,2.47,2.47,234,2.47,4
2025-07-11 11:20:00,FTFT,2.545,2.545,2.545,500,2.545,2
2025-07-11 11:21:00,FTFT,2.545,2.545,2.545,400,2.545,2
2025-07-11 11:22:00,FTFT,2.515,2.515,2.515,700,2.515,1
2025-07-11 11:24:00,FTFT,2.45,2.43,2.43,207,2.439662,2
2025-07-11 11:25:00,FTFT,2.42,2.42,2.42,100,2.42,1
2025-07-11 11:26:00,FTFT,2.46,2.46,2.46,153,2.46,2
2025-07-11 11:30:00,FTFT,2.45,2.45,2.45,200,2.45,1
2025-07-11 11:33:00,FTFT,2.47,2.465,2.47,809,2.467044,6
2025-07-11 11:34:00,FTFT,2.515,2.51,2.51,525,2.514,3
2025-07-11 11:35:00,FTFT,2.56,2.56,2.56,100,2.56,1
2025-07-11 11:36:00,FTFT,2.51,2.51,2.51,100,2.51,1
2025-07-11 11:40:00,FTFT,2.52,2.52,2.52,100,2.52,1
2025-07-11 11:41:00,FTFT,2.58,2.52,2.58,1736,2.544706,15
2025-07-11 11:43:00,FTFT,2.545,2.545,2.545,405,2.545,5
2025-07-11 11:45:00,FTFT,2.545,2.5,2.545,2500,2.528366,17
2025-07-11 11:46:00,FTFT,2.555,2.515,2.515,703,2.523191,5
2025-07-11 11:47:00,FTFT,2.545,2.535,2.535,800,2.540646,6
2025-07-11 11:48:00,FTFT,2.555,2.555,2.555,305,2.555,4
2025-07-11 11:50:00,FTFT,2.57,2.52,2.565,600,2.557016,5
2025-07-11 11:51:00,FTFT,2.57,2.57,2.57,175,2.57,2
2025-07-11 11:52:00,FTFT,2.595,2.595,2.595,460,2.595,6
2025-07-11 11:53:00,FTFT,2.75,2.64,2.73,5750,2.691208,37
2025-07-11 11:54:00,FTFT,2.745,2.73,2.73,871,2.737055,7
2025-07-11 11:55:00,FTFT,2.77,2.68,2.71,1500,2.691333,6
2025-07-11 11:57:00,FTFT,2.73,2.73,2.73,100,2.73,1
2025-07-11 11:58:00,FTFT,2.76,2.73,2.76,200,2.745,2
2025-07-11 11:59:00,FTFT,2.8,2.77,2.77,200,2.785,2
2025-07-11 12:00:00,FTFT,2.8,2.8,2.8,143,2.8,3
2025-07-11 12:03:00,FTFT,3.015,2.85,3.015,507,2.976805,4
2025-07-11 12:04:00,FTFT,3.085,2.97,3.0,7469,3.034864,65
2025-07-11 12:05:00,FTFT,2.99,2.935,2.96,2904,2.967173,26
2025-07-11 12:06:00,FTFT,2.935,2.935,2.935,935,2.935,7
2025-07-11 12:07:00,FTFT,2.945,2.89,2.935,2068,2.925326,22
2025-07-11 12:08:00,FTFT,2.95,2.94,2.94,425,2.945,5
2025-07-11 12:09:00,FTFT,2.955,2.925,2.93,1200,2.937273,9
2025-07-11 12:10:00,FTFT,2.915,2.895,2.895,1309,2.908333,5
2025-07-11 12:11:00,FTFT,2.875,2.81,2.875,2557,2.842905,16
2025-07-11 12:12:00,FTFT,2.915,2.875,2.885,1189,2.897515,8
2025-07-11 12:13:00,FTFT,2.96,2.905,2.96,2164,2.935228,12
2025-07-11 12:14:00,FTFT,3.01,2.98,3.01,1479,2.993254,13
2025-07-11 12:15:00,FTFT,3.11,3.11,3.11,809,3.11,7
2025-07-11 12:16:00,FTFT,3.105,3.105,3.105,100,3.105,1
2025-07-11 12:19:00,FTFT,3.16,3.105,3.105,724,3.121667,8
2025-07-11 12:20:00,FTFT,3.3,3.155,3.3,900,3.217143,9
2025-07-11 12:21:00,FTFT,3.35,3.24,3.35,2359,3.291854,17
2025-07-11 12:22:00,FTFT,3.335,3.335,3.335,170,3.335,1
2025-07-11 12:23:00,FTFT,3.2,3.2,3.2,100,3.2,1
2025-07-11 12:24:00,FTFT,3.3,3.29,3.29,300,3.293636,3
2025-07-11 12:26:00,FTFT,3.145,3.07,3.145,6855,3.104146,47
2025-07-11 12:27:00,FTFT,3.16,3.07,3.07,2085,3.1245,11
2025-07-11 12:28:00,FTFT,3.135,3.115,3.135,1103,3.12844,5
2025-07-11 12:29:00,FTFT,3.08,3.08,3.08,100,3.08,1
2025-07-11 12:30:00,FTFT,3.045,3.045,3.045,100,3.045,1
