timestamp,close,high,low,trade_count,open,volume,vwap
2026-03-04 04:03:00-05:00,263.11,263.49,262.87,182,262.98,5002,263.045742
2026-03-04 04:24:00-05:00,262.9,263.18,262.63,281,263.02,9928,263.011146
2026-03-04 04:45:00-05:00,262.96,263.24,262.88,226,262.88,3984,263.05894
2026-03-04 05:06:00-05:00,263.49,263.97,263.39,478,263.47,10389,263.668174
2026-03-04 05:27:00-05:00,263.1,263.48,263.07,231,263.33,6981,263.268433
2026-03-04 05:48:00-05:00,263.35,263.62,263.15,314,263.18,6399,263.32288
2026-03-04 06:09:00-05:00,263.3,263.58,263.19,276,263.55,7991,263.368428
2026-03-04 06:30:00-05:00,262.43,263.26,262.43,357,263.26,6996,262.917621
2026-03-04 06:51:00-05:00,262.88,263.2,262.32,425,262.47,16215,262.793605
2026-03-04 07:12:00-05:00,262.32,263.02,262.3,325,263.02,13468,262.58136
2026-03-04 07:33:00-05:00,262.6,262.77,262.36,160,262.46,8347,262.544136
2026-03-04 07:54:00-05:00,263.39,264.0,262.3,5314,262.49,93340,262.946775
2026-03-04 08:15:00-05:00,263.46,263.46,263.0,525,263.41,16464,263.182082
2026-03-04 08:36:00-05:00,263.48,263.49,263.0,874,263.29,25951,263.229399
2026-03-04 08:57:00-05:00,263.45,263.64,263.13,1062,263.35,26369,263.41589
2026-03-04 09:18:00-05:00,263.0936,266.15,262.725,40388,263.45,2386704,264.540983
2026-03-04 09:39:00-05:00,262.5,263.66,261.42,52849,263.08,2082021,262.415038
2026-03-04 10:00:00-05:00,264.18,264.18,261.71,53173,262.52,1864068,262.841194
2026-03-04 10:21:00-05:00,264.21,264.5759,263.75,44187,264.215,1464098,264.138552
