timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-20 04:00:00-05:00,308.75,308.96,306.42,2072,306.78,49354,307.750195
2026-02-20 04:21:00-05:00,307.84,309.16,307.84,1992,308.59,45350,308.701561
2026-02-20 04:42:00-05:00,307.87,308.01,307.68,904,307.95,18504,307.84571
2026-02-20 05:03:00-05:00,307.22,307.65,307.2,799,307.4,19576,307.379213
2026-02-20 05:24:00-05:00,307.33,307.51,307.28,253,307.32,3279,307.410745
2026-02-20 05:45:00-05:00,306.15,307.46,306.14,1129,307.46,17438,306.914125
2026-02-20 06:06:00-05:00,307.04,307.04,306.54,236,306.54,4002,306.817179
2026-02-20 06:27:00-05:00,306.78,307.49,306.73,976,307.19,17475,307.120234
2026-02-20 06:48:00-05:00,306.42,306.69,305.61,1559,306.69,30388,306.069722
2026-02-20 07:09:00-05:00,306.09,306.99,306.03,1161,306.45,24572,306.517057
2026-02-20 07:30:00-05:00,306.24,306.25,305.75,1039,305.97,20754,306.005027
2026-02-20 07:51:00-05:00,306.59,309.25,305.51,11003,306.19,214591,306.694281
2026-02-20 08:12:00-05:00,305.25,306.99,305.12,2660,306.59,74290,306.567272
2026-02-20 08:33:00-05:00,305.53,305.8,304.81,2507,305.25,61311,305.27576
2026-02-20 08:54:00-05:00,305.04,305.84,304.93,1840,305.47,54284,305.537455
2026-02-20 09:15:00-05:00,309.18,309.27,303.68,39127,305.05,2520316,305.405478
2026-02-20 09:36:00-05:00,308.35,310.24,307.84,77741,309.16,4061161,309.242524
2026-02-20 09:57:00-05:00,309.05,310.79,307.07,72434,308.35,2252622,309.030624
2026-02-20 10:18:00-05:00,312.19,312.33,308.96,68592,309.05,2678587,310.804155
