timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-05 04:12:00-05:00,327.78,327.78,325.6,3011,326.19,54960,326.51026
2026-02-05 04:33:00-05:00,326.05,328.47,325.98,2218,328.01,46049,326.963453
2026-02-05 04:54:00-05:00,324.28,326.24,323.48,4009,326.24,106276,324.751071
2026-02-05 05:15:00-05:00,324.08,325.32,324.08,2324,324.72,43467,324.764186
2026-02-05 05:36:00-05:00,324.79,324.79,323.28,3254,324.23,64455,323.938879
2026-02-05 05:57:00-05:00,324.69,325.18,323.78,2398,324.9,41491,324.41832
2026-02-05 06:18:00-05:00,322.28,324.47,321.14,5336,324.42,92998,322.478049
2026-02-05 06:39:00-05:00,322.86,323.05,321.28,3931,322.17,72240,322.277099
2026-02-05 07:00:00-05:00,322.84,324.51,321.01,7159,322.98,193340,322.796978
2026-02-05 07:21:00-05:00,317.14,322.87,314.94,17132,322.83,428235,318.926011
2026-02-05 07:42:00-05:00,318.35,330.48,314.87,36234,317.01,1055099,320.66335
2026-02-05 08:03:00-05:00,319.6,330.48,317.53,14999,318.29,431130,319.032901
2026-02-05 08:24:00-05:00,318.88,320.95,317.66,13642,319.6,331127,319.324047
2026-02-05 08:45:00-05:00,315.58,319.26,315.2,19449,318.78,531706,316.622066
2026-02-05 09:06:00-05:00,312.51,316.1,311.15,32823,315.56,885139,313.280251
2026-02-05 09:27:00-05:00,322.25,325.63,306.25,320534,312.57,15416142,316.280174
2026-02-05 09:48:00-05:00,318.97,323.52,317.39,180898,322.25,7385068,321.166985
2026-02-05 10:09:00-05:00,315.8,319.94,315.65,123239,318.9,4456994,317.550733
2026-02-05 10:30:00-05:00,316.31,318.7,315.59,111804,315.78,4136403,316.926694
