symbol,timestamp,signal,confidence,entry_price,breakout_type,breakout_percentage,volume_ratio,priority,orb_high,orb_low,orb_range,recommended_stop_loss,recommended_take_profit,status,alert_file,alert_type,return_pct,exit_price
CGTX,2025-07-10 12:45:00,SELL,0.8391933273399658,0.717,bearish_breakdown,10.609649669617262,1.7515568954514447,MEDIUM,1.04,0.8021,0.2379,0.770775,0.6883199999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/CGTX_20250710_124500.json,bearish,2.357043235704327,0.7339000000000001
BTCM,2025-07-10 12:45:00,SELL,0.8600865630114892,5.695,bearish_breakdown,15.504451038575667,2.8795612097204235,HIGH,7.98,6.74,1.2400000000000002,6.1221250000000005,5.4672,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_124500.json,bearish,4.0000000000000036,5.9228000000000005
BTCM,2025-07-10 12:46:00,SELL,0.8652001035122618,5.815,bearish_breakdown,13.724035608308602,2.8551842330762636,HIGH,7.98,6.74,1.2400000000000002,6.251125,5.5824,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_124600.json,bearish,4.00000000000001,6.047600000000001
BTCM,2025-07-10 12:46:00,SELL,0.8652001035122618,5.815,bearish_breakdown,13.724035608308602,2.8551842330762636,HIGH,7.98,6.74,1.2400000000000002,6.251125,5.5824,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_124600.json,bearish,4.00000000000001,6.047600000000001
PROK,2025-07-10 12:47:00,BUY,0.8372220100011095,5.455,bullish_breakout,12.939958592132506,1.792559499186454,MEDIUM,4.83,4.52,0.3100000000000005,5.0458750000000006,5.6732000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_124700.json,bullish,-2.3281393217232016,5.327999999999999
PROK,2025-07-10 12:47:00,BUY,0.8372220100011095,5.455,bullish_breakout,12.939958592132506,1.792559499186454,MEDIUM,4.83,4.52,0.3100000000000005,5.0458750000000006,5.6732000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_124700.json,bullish,-2.3281393217232016,5.327999999999999
BTCM,2025-07-10 12:47:00,SELL,0.8921739838986075,5.795,bearish_breakdown,14.02077151335312,4.386854761141391,HIGH,7.98,6.74,1.2400000000000002,6.2296249999999995,5.5632,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_124700.json,bearish,3.9999999999999964,6.0268
BTCM,2025-07-10 12:47:00,SELL,0.8921739838986075,5.795,bearish_breakdown,14.02077151335312,4.386854761141391,HIGH,7.98,6.74,1.2400000000000002,6.2296249999999995,5.5632,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_124700.json,bearish,3.9999999999999964,6.0268
BTCM,2025-07-10 12:50:00,SELL,0.8260760914372476,5.69,bearish_breakdown,15.578635014836792,1.6004212025034852,MEDIUM,7.98,6.74,1.2400000000000002,6.116750000000001,5.462400000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_125000.json,bearish,3.999999999999996,5.9176
PROK,2025-07-10 12:50:00,BUY,0.865369786092123,5.59,bullish_breakout,15.734989648033121,2.7183732909036973,HIGH,4.83,4.52,0.3100000000000005,5.17075,5.8136,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_125000.json,bullish,-4.000000000000004,5.3664
BTCM,2025-07-10 12:50:00,SELL,0.8260760914372476,5.69,bearish_breakdown,15.578635014836792,1.6004212025034852,MEDIUM,7.98,6.74,1.2400000000000002,6.116750000000001,5.462400000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_125000.json,bearish,3.999999999999996,5.9176
PROK,2025-07-10 12:50:00,BUY,0.865369786092123,5.59,bullish_breakout,15.734989648033121,2.7183732909036973,HIGH,4.83,4.52,0.3100000000000005,5.17075,5.8136,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_125000.json,bullish,-4.000000000000004,5.3664
PROK,2025-07-10 12:52:00,BUY,0.8436090259883116,5.51,bullish_breakout,14.078674948240161,2.07012550135852,MEDIUM,4.83,4.52,0.3100000000000005,5.09675,5.7304,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_125200.json,bullish,-3.3030852994555424,5.327999999999999
PROK,2025-07-10 12:52:00,BUY,0.8436090259883116,5.51,bullish_breakout,14.078674948240161,2.07012550135852,MEDIUM,4.83,4.52,0.3100000000000005,5.09675,5.7304,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_125200.json,bullish,-3.3030852994555424,5.327999999999999
MLGO,2025-07-10 12:53:00,SELL,0.8597941619385467,0.721,bearish_breakdown,10.423655112436325,4.479280572890779,HIGH,0.8659,0.8049,0.061000000000000054,0.775075,0.69216,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_125300.json,bearish,3.9999999999999964,0.74984
SAFX,2025-07-10 12:53:00,SELL,0.8441353198269627,2.005,bearish_breakdown,27.223230490018153,2.051043001981121,MEDIUM,3.555,2.755,0.8000000000000003,2.155375,1.9247999999999998,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_SAFX_20250710_125300.json,bearish,2.244389027431418,2.05
MLGO,2025-07-10 12:53:00,SELL,0.8597941619385467,0.721,bearish_breakdown,10.423655112436325,4.479280572890779,HIGH,0.8659,0.8049,0.061000000000000054,0.775075,0.69216,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_125300.json,bearish,3.9999999999999964,0.74984
SAFX,2025-07-10 12:53:00,SELL,0.8441353198269627,2.005,bearish_breakdown,27.223230490018153,2.051043001981121,MEDIUM,3.555,2.755,0.8000000000000003,2.155375,1.9247999999999998,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/SAFX_20250710_125300.json,bearish,2.244389027431418,2.05
PROK,2025-07-10 12:56:00,BUY,0.8391362740026167,5.405,bullish_breakout,11.904761904761909,1.9793980629355539,MEDIUM,4.83,4.52,0.3100000000000005,4.999625000000001,5.621200000000001,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_125600.json,bullish,-1.424606845513429,5.327999999999999
PROK,2025-07-10 12:56:00,BUY,0.8391362740026167,5.405,bullish_breakout,11.904761904761909,1.9793980629355539,MEDIUM,4.83,4.52,0.3100000000000005,4.999625000000001,5.621200000000001,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_125600.json,bullish,-1.424606845513429,5.327999999999999
MLGO,2025-07-10 13:00:00,SELL,0.8553665672368261,0.7177,bearish_breakdown,10.83364393092309,3.376950633464395,HIGH,0.8659,0.8049,0.061000000000000054,0.7715274999999999,0.6889919999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_130000.json,bearish,1.4212066322976156,0.7279
MLGO,2025-07-10 13:00:00,SELL,0.8553665672368261,0.7177,bearish_breakdown,10.83364393092309,3.376950633464395,HIGH,0.8659,0.8049,0.061000000000000054,0.7715274999999999,0.6889919999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_130000.json,bearish,1.4212066322976156,0.7279
MLGO,2025-07-10 13:02:00,SELL,0.8601375302727928,0.714,bearish_breakdown,11.293328363771895,6.284643797874596,HIGH,0.8659,0.8049,0.061000000000000054,0.76755,0.6854399999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_130200.json,bearish,0.9103641456582564,0.7204999999999999
MLGO,2025-07-10 13:02:00,SELL,0.8601375302727928,0.714,bearish_breakdown,11.293328363771895,6.284643797874596,HIGH,0.8659,0.8049,0.061000000000000054,0.76755,0.6854399999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_130200.json,bearish,0.9103641456582564,0.7204999999999999
PROK,2025-07-10 13:03:00,BUY,0.8399829405128273,5.385,bullish_breakout,11.490683229813659,2.167026453945099,MEDIUM,4.83,4.52,0.3100000000000005,4.9811250000000005,5.6004,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_130300.json,bullish,-1.0584958217270266,5.327999999999999
SUGP,2025-07-10 13:03:00,BUY,0.9463000000000001,1.675,bullish_breakout,5.345911949685532,5.517946620308825,HIGH,1.59,1.39,0.20000000000000018,1.5493750000000002,1.7420000000000002,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/SUGP_20250710_130300.json,bullish,-4.00000000000001,1.6079999999999999
SUGP,2025-07-10 13:03:00,BUY,0.9463000000000001,1.675,bullish_breakout,5.345911949685532,5.517946620308825,HIGH,1.59,1.39,0.20000000000000018,1.5493750000000002,1.7420000000000002,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_SUGP_20250710_130300.json,bullish,-4.00000000000001,1.6079999999999999
PROK,2025-07-10 13:03:00,BUY,0.8399829405128273,5.385,bullish_breakout,11.490683229813659,2.167026453945099,MEDIUM,4.83,4.52,0.3100000000000005,4.9811250000000005,5.6004,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_130300.json,bullish,-1.0584958217270266,5.327999999999999
SAFX,2025-07-10 13:04:00,SELL,0.841735953440526,2.015,bearish_breakdown,26.860254083484563,1.9688059319867044,MEDIUM,3.555,2.755,0.8000000000000003,2.166125,1.9344000000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_SAFX_20250710_130400.json,bearish,2.7295285359801564,2.0700000000000003
PROK,2025-07-10 13:04:00,BUY,0.8517343635752475,5.37,bullish_breakout,11.180124223602485,2.7470137102086984,HIGH,4.83,4.52,0.3100000000000005,4.96725,5.5848,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_130400.json,bullish,-0.782122905027946,5.327999999999999
SUGP,2025-07-10 13:04:00,BUY,0.9463000000000001,1.665,bullish_breakout,4.716981132075468,4.952774029684895,HIGH,1.59,1.39,0.20000000000000018,1.5401250000000002,1.7316,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_SUGP_20250710_130400.json,bullish,-3.9999999999999996,1.5984
SAFX,2025-07-10 13:04:00,SELL,0.841735953440526,2.015,bearish_breakdown,26.860254083484563,1.9688059319867044,MEDIUM,3.555,2.755,0.8000000000000003,2.166125,1.9344000000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/SAFX_20250710_130400.json,bearish,2.7295285359801564,2.0700000000000003
SUGP,2025-07-10 13:04:00,BUY,0.9463000000000001,1.665,bullish_breakout,4.716981132075468,4.952774029684895,HIGH,1.59,1.39,0.20000000000000018,1.5401250000000002,1.7316,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/SUGP_20250710_130400.json,bullish,-3.9999999999999996,1.5984
PROK,2025-07-10 13:04:00,BUY,0.8517343635752475,5.37,bullish_breakout,11.180124223602485,2.7470137102086984,HIGH,4.83,4.52,0.3100000000000005,4.96725,5.5848,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_130400.json,bullish,-0.782122905027946,5.327999999999999
BTCM,2025-07-10 13:05:00,SELL,0.8924617362694971,6.3,bearish_breakdown,6.5281899109792345,3.596378749315378,HIGH,7.98,6.74,1.2400000000000002,6.7725,6.048,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_130500.json,bearish,3.9999999999999964,6.552
MLGO,2025-07-10 13:05:00,SELL,0.8603605071961099,0.7104,bearish_breakdown,11.74058889303018,4.023944074678722,HIGH,0.8659,0.8049,0.061000000000000054,0.76368,0.681984,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_130500.json,bearish,0.40822072072072263,0.7133000000000002
MLGO,2025-07-10 13:05:00,SELL,0.8603605071961099,0.7104,bearish_breakdown,11.74058889303018,4.023944074678722,HIGH,0.8659,0.8049,0.061000000000000054,0.76368,0.681984,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_130500.json,bearish,0.40822072072072263,0.7133000000000002
BTCM,2025-07-10 13:05:00,SELL,0.8924617362694971,6.3,bearish_breakdown,6.5281899109792345,3.596378749315378,HIGH,7.98,6.74,1.2400000000000002,6.7725,6.048,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_130500.json,bearish,3.9999999999999964,6.552
SUGP,2025-07-10 13:06:00,BUY,0.8954092624146732,1.655,bullish_breakout,4.088050314465405,2.1845520958933258,HIGH,1.59,1.39,0.20000000000000018,1.5308750000000002,1.7212,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/SUGP_20250710_130600.json,bullish,-4.000000000000002,1.5888
MLGO,2025-07-10 13:06:00,SELL,0.8132596392521176,0.71,bearish_breakdown,11.79028450739222,2.0826814413572183,MEDIUM,0.8659,0.8049,0.061000000000000054,0.76325,0.6816,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_130600.json,bearish,0.3521126760563305,0.7124999999999999
SUGP,2025-07-10 13:06:00,BUY,0.8954092624146732,1.655,bullish_breakout,4.088050314465405,2.1845520958933258,HIGH,1.59,1.39,0.20000000000000018,1.5308750000000002,1.7212,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_SUGP_20250710_130600.json,bullish,-4.000000000000002,1.5888
MLGO,2025-07-10 13:06:00,SELL,0.8132596392521176,0.71,bearish_breakdown,11.79028450739222,2.0826814413572183,MEDIUM,0.8659,0.8049,0.061000000000000054,0.76325,0.6816,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_130600.json,bearish,0.3521126760563305,0.7124999999999999
PROK,2025-07-10 13:08:00,BUY,0.8525025124618915,5.34,bullish_breakout,10.559006211180119,2.947936811202498,HIGH,4.83,4.52,0.3100000000000005,4.9395,5.5536,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_130800.json,bullish,-0.22471910112360402,5.327999999999999
PROK,2025-07-10 13:08:00,BUY,0.8525025124618915,5.34,bullish_breakout,10.559006211180119,2.947936811202498,HIGH,4.83,4.52,0.3100000000000005,4.9395,5.5536,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_130800.json,bullish,-0.22471910112360402,5.327999999999999
SUGP,2025-07-10 13:11:00,BUY,0.8789354673667452,1.685,bullish_breakout,5.974842767295596,1.6446620155947704,MEDIUM,1.59,1.39,0.20000000000000018,1.5586250000000001,1.7524000000000002,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_SUGP_20250710_131100.json,bullish,-4.000000000000008,1.6176
SUGP,2025-07-10 13:11:00,BUY,0.8789354673667452,1.685,bullish_breakout,5.974842767295596,1.6446620155947704,MEDIUM,1.59,1.39,0.20000000000000018,1.5586250000000001,1.7524000000000002,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/SUGP_20250710_131100.json,bullish,-4.000000000000008,1.6176
SAFX,2025-07-10 13:12:00,SELL,0.8823370509472716,1.975,bearish_breakdown,28.312159709618868,3.202263989747971,HIGH,3.555,2.755,0.8000000000000003,2.123125,1.896,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_SAFX_20250710_131200.json,bearish,0.7594936708860822,1.9900000000000002
KLTO,2025-07-10 13:12:00,SELL,0.8418166599867323,1.43,bearish_breakdown,4.666666666666671,2.637233834733346,MEDIUM,1.635,1.5,0.135,1.5372499999999998,1.3727999999999998,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_KLTO_20250710_131200.json,bearish,-7.49999999999999,1.32275
KLTO,2025-07-10 13:12:00,SELL,0.8418166599867323,1.43,bearish_breakdown,4.666666666666671,2.637233834733346,MEDIUM,1.635,1.5,0.135,1.5372499999999998,1.3727999999999998,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/KLTO_20250710_131200.json,bearish,-7.49999999999999,1.32275
SAFX,2025-07-10 13:12:00,SELL,0.8823370509472716,1.975,bearish_breakdown,28.312159709618868,3.202263989747971,HIGH,3.555,2.755,0.8000000000000003,2.123125,1.896,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/SAFX_20250710_131200.json,bearish,0.7594936708860822,1.9900000000000002
BTCM,2025-07-10 13:13:00,SELL,0.8721374259204865,6.235,bearish_breakdown,7.492581602373885,6.839262432482772,HIGH,7.98,6.74,1.2400000000000002,6.702625,5.9856,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_131300.json,bearish,4.000000000000008,6.484400000000001
BTCM,2025-07-10 13:13:00,SELL,0.8721374259204865,6.235,bearish_breakdown,7.492581602373885,6.839262432482772,HIGH,7.98,6.74,1.2400000000000002,6.702625,5.9856,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_131300.json,bearish,4.000000000000008,6.484400000000001
BTCM,2025-07-10 13:14:00,SELL,0.9010443995390746,5.93,bearish_breakdown,12.017804154302677,12.607552911882694,HIGH,7.98,6.74,1.2400000000000002,6.37475,5.692799999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_131400.json,bearish,4.000000000000009,6.1672
BTCM,2025-07-10 13:14:00,SELL,0.9010443995390746,5.93,bearish_breakdown,12.017804154302677,12.607552911882694,HIGH,7.98,6.74,1.2400000000000002,6.37475,5.692799999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_131400.json,bearish,4.000000000000009,6.1672
BTCM,2025-07-10 13:15:00,SELL,0.8865726450180893,6.02,bearish_breakdown,10.682492581602384,5.515410447105157,HIGH,7.98,6.74,1.2400000000000002,6.471499999999999,5.7791999999999994,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_131500.json,bearish,4.000000000000002,6.2608
MLGO,2025-07-10 13:15:00,SELL,0.8253159279481667,0.7149,bearish_breakdown,11.181513231457322,2.7534958941542236,MEDIUM,0.8659,0.8049,0.061000000000000054,0.7685175,0.6863039999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_131500.json,bearish,1.035109805567207,0.7222999999999999
BTCM,2025-07-10 13:15:00,SELL,0.8865726450180893,6.02,bearish_breakdown,10.682492581602384,5.515410447105157,HIGH,7.98,6.74,1.2400000000000002,6.471499999999999,5.7791999999999994,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_131500.json,bearish,4.000000000000002,6.2608
MLGO,2025-07-10 13:15:00,SELL,0.8253159279481667,0.7149,bearish_breakdown,11.181513231457322,2.7534958941542236,MEDIUM,0.8659,0.8049,0.061000000000000054,0.7685175,0.6863039999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_131500.json,bearish,1.035109805567207,0.7222999999999999
SUGP,2025-07-10 13:16:00,BUY,0.8711039162296461,1.685,bullish_breakout,5.974842767295596,1.568709475005229,MEDIUM,1.59,1.39,0.20000000000000018,1.5586250000000001,1.7524000000000002,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_SUGP_20250710_131600.json,bullish,-4.000000000000008,1.6176
SUGP,2025-07-10 13:16:00,BUY,0.8711039162296461,1.685,bullish_breakout,5.974842767295596,1.568709475005229,MEDIUM,1.59,1.39,0.20000000000000018,1.5586250000000001,1.7524000000000002,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/SUGP_20250710_131600.json,bullish,-4.000000000000008,1.6176
BTCM,2025-07-10 13:19:00,SELL,0.8649724035581111,5.905,bearish_breakdown,12.388724035608307,2.8466470876162506,HIGH,7.98,6.74,1.2400000000000002,6.347875,5.6688,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_131900.json,bearish,4.000000000000003,6.1412
BTCM,2025-07-10 13:19:00,SELL,0.8649724035581111,5.905,bearish_breakdown,12.388724035608307,2.8466470876162506,HIGH,7.98,6.74,1.2400000000000002,6.347875,5.6688,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_131900.json,bearish,4.000000000000003,6.1412
BTCM,2025-07-10 13:23:00,SELL,0.8408140414372517,6.12,bearish_breakdown,9.198813056379823,2.5991986073175855,MEDIUM,7.98,6.74,1.2400000000000002,6.579,5.8751999999999995,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_132300.json,bearish,4.000000000000009,6.364800000000001
BTCM,2025-07-10 13:23:00,SELL,0.8408140414372517,6.12,bearish_breakdown,9.198813056379823,2.5991986073175855,MEDIUM,7.98,6.74,1.2400000000000002,6.579,5.8751999999999995,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_132300.json,bearish,4.000000000000009,6.364800000000001
BTCM,2025-07-10 13:24:00,SELL,0.8245787218337246,6.145,bearish_breakdown,8.827893175074193,1.96486960047497,MEDIUM,7.98,6.74,1.2400000000000002,6.605874999999999,5.8991999999999996,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_132400.json,bearish,4.000000000000001,6.3908
BTCM,2025-07-10 13:24:00,SELL,0.8245787218337246,6.145,bearish_breakdown,8.827893175074193,1.96486960047497,MEDIUM,7.98,6.74,1.2400000000000002,6.605874999999999,5.8991999999999996,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_132400.json,bearish,4.000000000000001,6.3908
SAFX,2025-07-10 13:28:00,SELL,0.8254831181550926,1.995,bearish_breakdown,27.58620689655172,1.556239267315398,MEDIUM,3.555,2.755,0.8000000000000003,2.144625,1.9152,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/SAFX_20250710_132800.json,bearish,1.754385964912288,2.0300000000000002
SAFX,2025-07-10 13:28:00,SELL,0.8254831181550926,1.995,bearish_breakdown,27.58620689655172,1.556239267315398,MEDIUM,3.555,2.755,0.8000000000000003,2.144625,1.9152,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_SAFX_20250710_132800.json,bearish,1.754385964912288,2.0300000000000002
PROK,2025-07-10 13:32:00,BUY,0.8358742107791715,5.455,bullish_breakout,12.939958592132506,1.8380803214218833,MEDIUM,4.83,4.52,0.3100000000000005,5.0458750000000006,5.6732000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_133200.json,bullish,-2.3281393217232016,5.327999999999999
PROK,2025-07-10 13:32:00,BUY,0.8358742107791715,5.455,bullish_breakout,12.939958592132506,1.8380803214218833,MEDIUM,4.83,4.52,0.3100000000000005,5.0458750000000006,5.6732000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_133200.json,bullish,-2.3281393217232016,5.327999999999999
SAFX,2025-07-10 13:35:00,SELL,0.8469935455888515,2.005,bearish_breakdown,27.223230490018153,2.2986548612293545,MEDIUM,3.555,2.755,0.8000000000000003,2.155375,1.9247999999999998,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_SAFX_20250710_133500.json,bearish,2.244389027431418,2.05
SAFX,2025-07-10 13:35:00,SELL,0.8469935455888515,2.005,bearish_breakdown,27.223230490018153,2.2986548612293545,MEDIUM,3.555,2.755,0.8000000000000003,2.155375,1.9247999999999998,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/SAFX_20250710_133500.json,bearish,2.244389027431418,2.05
SAFX,2025-07-10 13:36:00,SELL,0.8893248771493875,2.015,bearish_breakdown,26.860254083484563,4.493047972628667,HIGH,3.555,2.755,0.8000000000000003,2.166125,1.9344000000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_SAFX_20250710_133600.json,bearish,2.7295285359801564,2.0700000000000003
SAFX,2025-07-10 13:36:00,SELL,0.8893248771493875,2.015,bearish_breakdown,26.860254083484563,4.493047972628667,HIGH,3.555,2.755,0.8000000000000003,2.166125,1.9344000000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/SAFX_20250710_133600.json,bearish,2.7295285359801564,2.0700000000000003
BTCM,2025-07-10 13:42:00,SELL,0.8443939516915953,5.63,bearish_breakdown,16.46884272997033,1.7419128845568077,MEDIUM,7.98,6.74,1.2400000000000002,6.05225,5.4048,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_134200.json,bearish,-7.5,5.20775
BTCM,2025-07-10 13:42:00,SELL,0.8443939516915953,5.63,bearish_breakdown,16.46884272997033,1.7419128845568077,MEDIUM,7.98,6.74,1.2400000000000002,6.05225,5.4048,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_134200.json,bearish,-7.5,5.20775
BTCM,2025-07-10 13:47:00,SELL,0.852866934556251,5.6,bearish_breakdown,16.913946587537097,1.8667741935483873,MEDIUM,7.98,6.74,1.2400000000000002,6.02,5.3759999999999994,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_134700.json,bearish,-7.5,5.18
BTCM,2025-07-10 13:47:00,SELL,0.852866934556251,5.6,bearish_breakdown,16.913946587537097,1.8667741935483873,MEDIUM,7.98,6.74,1.2400000000000002,6.02,5.3759999999999994,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_134700.json,bearish,-7.5,5.18
