symbol,timestamp,signal,confidence,entry_price,breakout_type,breakout_percentage,volume_ratio,priority,orb_high,orb_low,orb_range,recommended_stop_loss,recommended_take_profit,status,alert_file,alert_type,return_pct,exit_price
PROK,2025-07-10 13:47:00,BUY,0.8450856295769278,5.54,bullish_breakout,14.699792960662524,1.5418023887079262,MEDIUM,4.83,4.52,0.3100000000000005,5.1245,5.7616000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_134700.json,bullish,-3.8267148014440546,5.327999999999999
PROK,2025-07-10 13:47:00,BUY,0.8450856295769278,5.54,bullish_breakout,14.699792960662524,1.5418023887079262,MEDIUM,4.83,4.52,0.3100000000000005,5.1245,5.7616000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_134700.json,bullish,-3.8267148014440546,5.327999999999999
BTCM,2025-07-10 13:53:00,SELL,0.8393726391807685,5.925,bearish_breakdown,12.091988130563804,1.9985622794405962,MEDIUM,7.98,6.74,1.2400000000000002,6.369375,5.688,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_135300.json,bearish,4.000000000000002,6.162
BTCM,2025-07-10 13:53:00,SELL,0.8393726391807685,5.925,bearish_breakdown,12.091988130563804,1.9985622794405962,MEDIUM,7.98,6.74,1.2400000000000002,6.369375,5.688,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_135300.json,bearish,4.000000000000002,6.162
BTCM,2025-07-10 13:54:00,SELL,0.8531268551745927,6.0,bearish_breakdown,10.979228486646887,2.5617343962667705,HIGH,7.98,6.74,1.2400000000000002,6.449999999999999,5.76,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_135400.json,bearish,4.0000000000000036,6.24
BTCM,2025-07-10 13:54:00,SELL,0.8531268551745927,6.0,bearish_breakdown,10.979228486646887,2.5617343962667705,HIGH,7.98,6.74,1.2400000000000002,6.449999999999999,5.76,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_135400.json,bearish,4.0000000000000036,6.24
PROK,2025-07-10 13:57:00,BUY,0.8516177173132266,5.36,bullish_breakout,10.973084886128369,2.150537634408602,HIGH,4.83,4.52,0.3100000000000005,4.958,5.574400000000001,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_135700.json,bullish,-3.8208955223880694,5.1552
PROK,2025-07-10 13:57:00,BUY,0.8516177173132266,5.36,bullish_breakout,10.973084886128369,2.150537634408602,HIGH,4.83,4.52,0.3100000000000005,4.958,5.574400000000001,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_135700.json,bullish,-3.8208955223880694,5.1552
MLGO,2025-07-10 14:03:00,SELL,0.8752489526649274,0.7051,bearish_breakdown,12.399055783327121,5.515403102468866,HIGH,0.8659,0.8049,0.061000000000000054,0.7579824999999999,0.6768959999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_140300.json,bearish,-0.3403772514537043,0.7026999999999999
MLGO,2025-07-10 14:03:00,SELL,0.8752489526649274,0.7051,bearish_breakdown,12.399055783327121,5.515403102468866,HIGH,0.8659,0.8049,0.061000000000000054,0.7579824999999999,0.6768959999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_140300.json,bearish,-0.3403772514537043,0.7026999999999999
CGTX,2025-07-10 14:03:00,SELL,0.8464823693758834,0.7086,bearish_breakdown,11.656900635830947,1.655145929339478,MEDIUM,1.04,0.8021,0.2379,0.761745,0.680256,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/CGTX_20250710_140300.json,bearish,1.1995484053062464,0.7171000000000001
CGTX,2025-07-10 14:03:00,SELL,0.8464823693758834,0.7086,bearish_breakdown,11.656900635830947,1.655145929339478,MEDIUM,1.04,0.8021,0.2379,0.761745,0.680256,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_CGTX_20250710_140300.json,bearish,1.1995484053062464,0.7171000000000001
PROK,2025-07-10 14:05:00,BUY,0.8586546695313169,5.23,bullish_breakout,8.28157349896481,2.6946337308347528,HIGH,4.83,4.52,0.3100000000000005,4.837750000000001,5.4392000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_140500.json,bullish,-1.6137667304015386,5.1456
PROK,2025-07-10 14:05:00,BUY,0.8586546695313169,5.23,bullish_breakout,8.28157349896481,2.6946337308347528,HIGH,4.83,4.52,0.3100000000000005,4.837750000000001,5.4392000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_140500.json,bullish,-1.6137667304015386,5.1456
PROK,2025-07-10 14:06:00,BUY,0.8377588828265143,5.29,bullish_breakout,9.523809523809524,1.8754325259515572,MEDIUM,4.83,4.52,0.3100000000000005,4.89325,5.5016,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_140600.json,bullish,-2.7296786389414005,5.1456
PROK,2025-07-10 14:06:00,BUY,0.8377588828265143,5.29,bullish_breakout,9.523809523809524,1.8754325259515572,MEDIUM,4.83,4.52,0.3100000000000005,4.89325,5.5016,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_140600.json,bullish,-2.7296786389414005,5.1456
MLGO,2025-07-10 14:21:00,SELL,0.8011379061612194,0.7001,bearish_breakdown,13.020250962852531,1.5689772786902452,MEDIUM,0.8659,0.8049,0.061000000000000054,0.7526074999999999,0.6720959999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_142100.json,bearish,-1.0569918583059668,0.6926999999999999
MLGO,2025-07-10 14:21:00,SELL,0.8011379061612194,0.7001,bearish_breakdown,13.020250962852531,1.5689772786902452,MEDIUM,0.8659,0.8049,0.061000000000000054,0.7526074999999999,0.6720959999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_142100.json,bearish,-1.0569918583059668,0.6926999999999999
MLGO,2025-07-10 14:22:00,SELL,0.8232202991296286,0.7015,bearish_breakdown,12.846316312585406,2.4642857142857144,MEDIUM,0.8659,0.8049,0.061000000000000054,0.7541125,0.67344,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_142200.json,bearish,-0.855310049893087,0.6955
MLGO,2025-07-10 14:22:00,SELL,0.8232202991296286,0.7015,bearish_breakdown,12.846316312585406,2.4642857142857144,MEDIUM,0.8659,0.8049,0.061000000000000054,0.7541125,0.67344,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_142200.json,bearish,-0.855310049893087,0.6955
PROK,2025-07-10 14:25:00,BUY,0.8401688032419355,5.28,bullish_breakout,9.316770186335408,1.9468970736629667,MEDIUM,4.83,4.52,0.3100000000000005,4.884,5.4912,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_142500.json,bullish,-3.63636363636364,5.088
PROK,2025-07-10 14:25:00,BUY,0.8401688032419355,5.28,bullish_breakout,9.316770186335408,1.9468970736629667,MEDIUM,4.83,4.52,0.3100000000000005,4.884,5.4912,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_142500.json,bullish,-3.63636363636364,5.088
CGTX,2025-07-10 14:31:00,SELL,0.834269505448314,0.7253,bearish_breakdown,9.574865976810882,1.770393572109492,MEDIUM,1.04,0.8021,0.2379,0.7796974999999999,0.6962879999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_CGTX_20250710_143100.json,bearish,4.000000000000005,0.754312
CGTX,2025-07-10 14:31:00,SELL,0.834269505448314,0.7253,bearish_breakdown,9.574865976810882,1.770393572109492,MEDIUM,1.04,0.8021,0.2379,0.7796974999999999,0.6962879999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/CGTX_20250710_143100.json,bearish,4.000000000000005,0.754312
BTCM,2025-07-10 14:33:00,SELL,0.8526075620209426,5.81,bearish_breakdown,13.79821958456974,2.2988752008569895,HIGH,7.98,6.74,1.2400000000000002,6.245749999999999,5.5775999999999994,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_143300.json,bearish,-7.499999999999994,5.37425
BTCM,2025-07-10 14:33:00,SELL,0.8526075620209426,5.81,bearish_breakdown,13.79821958456974,2.2988752008569895,HIGH,7.98,6.74,1.2400000000000002,6.245749999999999,5.5775999999999994,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_143300.json,bearish,-7.499999999999994,5.37425
BTCM,2025-07-10 14:34:00,SELL,0.8936300347737131,5.935,bearish_breakdown,11.943620178041552,3.302358827734096,HIGH,7.98,6.74,1.2400000000000002,6.380125,5.6975999999999996,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_143400.json,bearish,-7.5,5.489875
BTCM,2025-07-10 14:34:00,SELL,0.8936300347737131,5.935,bearish_breakdown,11.943620178041552,3.302358827734096,HIGH,7.98,6.74,1.2400000000000002,6.380125,5.6975999999999996,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_143400.json,bearish,-7.5,5.489875
BTCM,2025-07-10 14:35:00,SELL,0.8451757457791752,5.94,bearish_breakdown,11.869436201780413,1.9062511181879989,MEDIUM,7.98,6.74,1.2400000000000002,6.3855,5.7024,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_143500.json,bearish,-7.5,5.4945
MLGO,2025-07-10 14:35:00,SELL,0.8587568384505855,0.6999,bearish_breakdown,13.045098770033542,4.457700650759219,HIGH,0.8659,0.8049,0.061000000000000054,0.7523924999999999,0.671904,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_143500.json,bearish,-1.0858694099157096,0.6922999999999999
BTCM,2025-07-10 14:35:00,SELL,0.8451757457791752,5.94,bearish_breakdown,11.869436201780413,1.9062511181879989,MEDIUM,7.98,6.74,1.2400000000000002,6.3855,5.7024,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_143500.json,bearish,-7.5,5.4945
MLGO,2025-07-10 14:35:00,SELL,0.8587568384505855,0.6999,bearish_breakdown,13.045098770033542,4.457700650759219,HIGH,0.8659,0.8049,0.061000000000000054,0.7523924999999999,0.671904,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_143500.json,bearish,-1.0858694099157096,0.6922999999999999
CGTX,2025-07-10 14:43:00,SELL,0.8270628222022594,0.7253,bearish_breakdown,9.574865976810882,1.619909945184025,MEDIUM,1.04,0.8021,0.2379,0.7796974999999999,0.6962879999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_CGTX_20250710_144300.json,bearish,4.000000000000005,0.754312
CGTX,2025-07-10 14:43:00,SELL,0.8270628222022594,0.7253,bearish_breakdown,9.574865976810882,1.619909945184025,MEDIUM,1.04,0.8021,0.2379,0.7796974999999999,0.6962879999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/CGTX_20250710_144300.json,bearish,4.000000000000005,0.754312
CGTX,2025-07-10 14:44:00,SELL,0.8255433639897439,0.7274,bearish_breakdown,9.313053235257447,1.5814882347833639,MEDIUM,1.04,0.8021,0.2379,0.7819550000000001,0.698304,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_CGTX_20250710_144400.json,bearish,4.000000000000002,0.7564960000000001
PROK,2025-07-10 14:44:00,BUY,0.8553830230948267,5.22,bullish_breakout,8.074534161490677,2.5991581673951756,HIGH,4.83,4.52,0.3100000000000005,4.8285,5.4288,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_144400.json,bullish,0.0,5.22
PROK,2025-07-10 14:44:00,BUY,0.8553830230948267,5.22,bullish_breakout,8.074534161490677,2.5991581673951756,HIGH,4.83,4.52,0.3100000000000005,4.8285,5.4288,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_144400.json,bullish,0.0,5.22
CGTX,2025-07-10 14:44:00,SELL,0.8255433639897439,0.7274,bearish_breakdown,9.313053235257447,1.5814882347833639,MEDIUM,1.04,0.8021,0.2379,0.7819550000000001,0.698304,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/CGTX_20250710_144400.json,bearish,4.000000000000002,0.7564960000000001
MLGO,2025-07-10 14:50:00,SELL,0.856647002813298,0.701,bearish_breakdown,12.908435830537954,6.7057483868246806,HIGH,0.8659,0.8049,0.061000000000000054,0.7535749999999999,0.6729599999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_145000.json,bearish,-0.9272467902995808,0.6944999999999999
MLGO,2025-07-10 14:50:00,SELL,0.856647002813298,0.701,bearish_breakdown,12.908435830537954,6.7057483868246806,HIGH,0.8659,0.8049,0.061000000000000054,0.7535749999999999,0.6729599999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_145000.json,bearish,-0.9272467902995808,0.6944999999999999
PROK,2025-07-10 14:52:00,BUY,0.8545417009424033,5.12,bullish_breakout,6.004140786749483,2.6476519337016575,HIGH,4.83,4.52,0.3100000000000005,4.736000000000001,5.324800000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_145200.json,bullish,4.000000000000011,5.324800000000001
CGTX,2025-07-10 14:52:00,SELL,0.8374361490658132,0.7291,bearish_breakdown,9.101109587333257,1.9857870935324098,MEDIUM,1.04,0.8021,0.2379,0.7837824999999999,0.6999359999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_CGTX_20250710_145200.json,bearish,4.0000000000000115,0.758264
CGTX,2025-07-10 14:52:00,SELL,0.8374361490658132,0.7291,bearish_breakdown,9.101109587333257,1.9857870935324098,MEDIUM,1.04,0.8021,0.2379,0.7837824999999999,0.6999359999999999,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/CGTX_20250710_145200.json,bearish,4.0000000000000115,0.758264
PROK,2025-07-10 14:52:00,BUY,0.8545417009424033,5.12,bullish_breakout,6.004140786749483,2.6476519337016575,HIGH,4.83,4.52,0.3100000000000005,4.736000000000001,5.324800000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_145200.json,bullish,4.000000000000011,5.324800000000001
SAFX,2025-07-10 14:56:00,SELL,0.8328623646441337,2.055,bearish_breakdown,25.408348457350264,1.766780080420662,MEDIUM,3.555,2.755,0.8000000000000003,2.2091250000000002,1.9728,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_SAFX_20250710_145600.json,bearish,4.000000000000002,2.1372000000000004
SAFX,2025-07-10 14:56:00,SELL,0.8328623646441337,2.055,bearish_breakdown,25.408348457350264,1.766780080420662,MEDIUM,3.555,2.755,0.8000000000000003,2.2091250000000002,1.9728,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/SAFX_20250710_145600.json,bearish,4.000000000000002,2.1372000000000004
PROK,2025-07-10 15:02:00,BUY,0.8252991103362897,5.12,bullish_breakout,6.004140786749483,1.582797979167966,MEDIUM,4.83,4.52,0.3100000000000005,4.736000000000001,5.324800000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_150200.json,bullish,4.000000000000011,5.324800000000001
PROK,2025-07-10 15:02:00,BUY,0.8252991103362897,5.12,bullish_breakout,6.004140786749483,1.582797979167966,MEDIUM,4.83,4.52,0.3100000000000005,4.736000000000001,5.324800000000001,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_150200.json,bullish,4.000000000000011,5.324800000000001
PROK,2025-07-10 15:06:00,BUY,0.8291961258027748,5.125,bullish_breakout,6.107660455486541,1.7638863428047664,MEDIUM,4.83,4.52,0.3100000000000005,4.7406250000000005,5.33,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_150600.json,bullish,1.8536585365853608,5.22
PROK,2025-07-10 15:06:00,BUY,0.8291961258027748,5.125,bullish_breakout,6.107660455486541,1.7638863428047664,MEDIUM,4.83,4.52,0.3100000000000005,4.7406250000000005,5.33,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_150600.json,bullish,1.8536585365853608,5.22
PROK,2025-07-10 15:07:00,BUY,0.8575763299255141,5.21,bullish_breakout,7.8674948240165605,2.58305506819854,HIGH,4.83,4.52,0.3100000000000005,4.81925,5.4184,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_150700.json,bullish,0.19193857965450647,5.220000000000001
PROK,2025-07-10 15:07:00,BUY,0.8575763299255141,5.21,bullish_breakout,7.8674948240165605,2.58305506819854,HIGH,4.83,4.52,0.3100000000000005,4.81925,5.4184,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_150700.json,bullish,0.19193857965450647,5.220000000000001
PROK,2025-07-10 15:08:00,BUY,0.8469311522897383,5.265,bullish_breakout,9.006211180124216,2.022968858501148,MEDIUM,4.83,4.52,0.3100000000000005,4.870125,5.4756,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_PROK_20250710_150800.json,bullish,-0.8547008547008534,5.22
PROK,2025-07-10 15:08:00,BUY,0.8469311522897383,5.265,bullish_breakout,9.006211180124216,2.022968858501148,MEDIUM,4.83,4.52,0.3100000000000005,4.870125,5.4756,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/PROK_20250710_150800.json,bullish,-0.8547008547008534,5.22
MLGO,2025-07-10 15:12:00,SELL,0.859427056180886,0.7,bearish_breakdown,13.032674866443037,3.9520650105436403,HIGH,0.8659,0.8049,0.061000000000000054,0.7525,0.6719999999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_151200.json,bearish,-1.0714285714285805,0.6924999999999999
MLGO,2025-07-10 15:12:00,SELL,0.859427056180886,0.7,bearish_breakdown,13.032674866443037,3.9520650105436403,HIGH,0.8659,0.8049,0.061000000000000054,0.7525,0.6719999999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_151200.json,bearish,-1.0714285714285805,0.6924999999999999
MLGO,2025-07-10 15:17:00,SELL,0.8576579440548618,0.7,bearish_breakdown,13.032674866443037,3.5459705579227494,HIGH,0.8659,0.8049,0.061000000000000054,0.7525,0.6719999999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_151700.json,bearish,-1.0714285714285805,0.6924999999999999
MLGO,2025-07-10 15:17:00,SELL,0.8576579440548618,0.7,bearish_breakdown,13.032674866443037,3.5459705579227494,HIGH,0.8659,0.8049,0.061000000000000054,0.7525,0.6719999999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_151700.json,bearish,-1.0714285714285805,0.6924999999999999
MLGO,2025-07-10 15:18:00,SELL,0.8604645330216145,0.6951,bearish_breakdown,13.641446142377923,6.706396577880574,HIGH,0.8659,0.8049,0.061000000000000054,0.7472325000000001,0.667296,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_MLGO_20250710_151800.json,bearish,-1.7839159833117488,0.6827000000000001
BTCM,2025-07-10 15:18:00,SELL,0.8894785315380682,5.8,bearish_breakdown,13.946587537091993,3.735092783505155,HIGH,7.98,6.74,1.2400000000000002,6.234999999999999,5.568,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_151800.json,bearish,-7.499999999999994,5.365
MLGO,2025-07-10 15:18:00,SELL,0.8604645330216145,0.6951,bearish_breakdown,13.641446142377923,6.706396577880574,HIGH,0.8659,0.8049,0.061000000000000054,0.7472325000000001,0.667296,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/MLGO_20250710_151800.json,bearish,-1.7839159833117488,0.6827000000000001
BTCM,2025-07-10 15:18:00,SELL,0.8894785315380682,5.8,bearish_breakdown,13.946587537091993,3.735092783505155,HIGH,7.98,6.74,1.2400000000000002,6.234999999999999,5.568,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_151800.json,bearish,-7.499999999999994,5.365
BTCM,2025-07-10 15:23:00,SELL,0.8343801553418628,5.73,bearish_breakdown,14.98516320474777,1.6867963152507677,MEDIUM,7.98,6.74,1.2400000000000002,6.15975,5.5008,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_152300.json,bearish,-7.4999999999999885,5.300250000000001
BTCM,2025-07-10 15:23:00,SELL,0.8343801553418628,5.73,bearish_breakdown,14.98516320474777,1.6867963152507677,MEDIUM,7.98,6.74,1.2400000000000002,6.15975,5.5008,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_152300.json,bearish,-7.4999999999999885,5.300250000000001
STKH,2025-07-10 15:23:00,BUY,0.9402796073735056,3.27,bullish_breakout,17.62589928057555,3.2352,HIGH,2.78,2.4,0.3799999999999999,3.02475,3.4008000000000003,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/STKH_20250710_152300.json,bullish,-3.7064220183486367,3.1487999999999996
STKH,2025-07-10 15:23:00,BUY,0.9402796073735056,3.27,bullish_breakout,17.62589928057555,3.2352,HIGH,2.78,2.4,0.3799999999999999,3.02475,3.4008000000000003,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_STKH_20250710_152300.json,bullish,-3.7064220183486367,3.1487999999999996
STKH,2025-07-10 15:24:00,BUY,0.911634987267141,3.19,bullish_breakout,14.748201438848927,2.782909930715935,HIGH,2.78,2.4,0.3799999999999999,2.95075,3.3176,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/STKH_20250710_152400.json,bullish,-1.2915360501567508,3.1487999999999996
BTCM,2025-07-10 15:24:00,SELL,0.8360427131744275,5.775,bearish_breakdown,14.317507418397623,1.8609467455621302,MEDIUM,7.98,6.74,1.2400000000000002,6.208125,5.5440000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_152400.json,bearish,-7.499999999999991,5.341875000000001
BTCM,2025-07-10 15:24:00,SELL,0.8360427131744275,5.775,bearish_breakdown,14.317507418397623,1.8609467455621302,MEDIUM,7.98,6.74,1.2400000000000002,6.208125,5.5440000000000005,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_152400.json,bearish,-7.499999999999991,5.341875000000001
STKH,2025-07-10 15:24:00,BUY,0.911634987267141,3.19,bullish_breakout,14.748201438848927,2.782909930715935,HIGH,2.78,2.4,0.3799999999999999,2.95075,3.3176,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_STKH_20250710_152400.json,bullish,-1.2915360501567508,3.1487999999999996
BTCM,2025-07-10 15:25:00,SELL,0.8862841463271757,5.81,bearish_breakdown,13.79821958456974,3.656632312597316,HIGH,7.98,6.74,1.2400000000000002,6.245749999999999,5.5775999999999994,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/BTCM_20250710_152500.json,bearish,-7.499999999999994,5.37425
BTCM,2025-07-10 15:25:00,SELL,0.8862841463271757,5.81,bearish_breakdown,13.79821958456974,3.656632312597316,HIGH,7.98,6.74,1.2400000000000002,6.245749999999999,5.5775999999999994,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_BTCM_20250710_152500.json,bearish,-7.499999999999994,5.37425
STKH,2025-07-10 15:25:00,BUY,0.8782063162216932,3.12,bullish_breakout,12.23021582733814,1.7753389283408652,MEDIUM,2.78,2.4,0.3799999999999999,2.886,3.2448,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bullish/alert_STKH_20250710_152500.json,bullish,-2.769230769230777,3.0336
STKH,2025-07-10 15:25:00,BUY,0.8782063162216932,3.12,bullish_breakout,12.23021582733814,1.7753389283408652,MEDIUM,2.78,2.4,0.3799999999999999,2.886,3.2448,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bullish/STKH_20250710_152500.json,bullish,-2.769230769230777,3.0336
NTHI,2025-07-10 15:30:00,SELL,0.8412597909496355,4.76,bearish_breakdown,17.931034482758623,1.5,MEDIUM,6.935,5.8,1.1349999999999998,5.117,4.569599999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_NTHI_20250710_153000.json,bearish,-1.575630252100844,4.685
NTHI,2025-07-10 15:30:00,SELL,0.8412597909496355,4.76,bearish_breakdown,17.931034482758623,1.5,MEDIUM,6.935,5.8,1.1349999999999998,5.117,4.569599999999999,FAILURE,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/NTHI_20250710_153000.json,bearish,-1.575630252100844,4.685
SAFX,2025-07-10 15:31:00,SELL,0.8883055679211905,2.005,bearish_breakdown,27.223230490018153,3.435395756574768,HIGH,3.555,2.755,0.8000000000000003,2.155375,1.9247999999999998,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/historical_data/2025-07-10/alerts/bearish/alert_SAFX_20250710_153100.json,bearish,2.244389027431418,2.05
SAFX,2025-07-10 15:31:00,SELL,0.8883055679211905,2.005,bearish_breakdown,27.223230490018153,3.435395756574768,HIGH,3.555,2.755,0.8000000000000003,2.155375,1.9247999999999998,SUCCESS,/home/wilsonb/dl/github.com/z223i/alpaca/alerts/bearish/SAFX_20250710_153100.json,bearish,2.244389027431418,2.05
