symbol,timestamp,last_price,ema_spread_pct,price_category,macd_histogram,market_session,squeeze_number_today,minutes_since_last_squeeze,window_volume_vs_1min_avg,distance_from_vwap_percent,day_gain,spy_percent_change_concurrent,spread_percent
NTCL,2025-12-15T11:27:25.587981-05:00,0.9298,0.0,<$2,-0.0051,mid_day,19,4.3,20.5,-0.17,38.010128090557046,0.15,3.204990320499025
ARTV,2025-12-15T09:53:40.864255-05:00,4.95,2.0202020202020132,$2-5,-0.0268,early,2,0.53,497.12,7.16,40.58484848484851,-0.0,0.4040404040404133
ARTV,2025-12-15T10:48:09.640064-05:00,5.0,1.1999999999999922,$5-10,-0.0057,early,18,0.68,408.47,1.75,45.14848484848486,-0.18,0.19999999999999576
MASK,2025-12-15T09:52:25.725837-05:00,0.5467,3.6583135174684305,<$2,0.0011,early,2,0.51,970.77,-4.66,108.48021283671432,-0.09,0.01829156758734022
CLYM,2025-12-15T11:31:17.042682-05:00,3.87,1.0335917312661507,$2-5,0.0088,mid_day,4,17.49,121.64,1.55,27.640252926140192,-0.37,0.25839793281654344
ARTV,2025-12-15T11:57:45.031512-05:00,5.26,0.19011406844107748,$5-10,0.017,mid_day,36,18.81,201.9,2.8,55.757575757575765,-0.29,2.281368821292778
KYTX,2025-12-15T11:09:59.635516-05:00,10.885,-0.734956361966009,$10-20,0.0434,mid_day,53,1.77,139.39,-0.19,23.2858769931663,-0.42,1.561782269177767
RADX,2025-12-15T08:50:43.228725-05:00,14.5,-2.13793103448275,$10-20,-0.0932,extended,23,0.51,213.55,4.33,226.7535211267606,,0.9655172413793143
AMCI,2025-12-15T11:37:00.877549-05:00,8.25,3.2727272727272787,$5-10,0.0934,mid_day,112,0.52,744.55,2.63,165.8783783783784,-0.58,0.48484848484847454
NTCL,2025-12-15T11:33:20.924680-05:00,0.95,0.0,<$2,-0.0046,mid_day,21,3.62,8.06,3.3,35.53768245457254,0.05,5.021052631578944
KYTX,2025-12-15T08:33:40.525519-05:00,12.5,1.1999999999999886,$10-20,0.0934,extended,4,0.52,290.28,8.61,33.80296127562643,0.06,0.4800000000000039
AMCI,2025-12-15T10:49:43.904817-05:00,7.81,1.6645326504481421,$5-10,-0.0322,early,74,0.87,625.15,2.71,158.61486486486487,-0.39,0.38412291933417875
GLSI,2025-12-15T09:53:12.382891-05:00,12.79,-1.6419077404222115,$10-20,-0.018,early,24,3.34,66.25,2.03,16.2628145386766,-0.28,1.9546520719311966
FEBO,2025-12-15T10:12:03.983084-05:00,1.22,,<$2,,early,1,,130.79,-0.88,47.09302325581394,-0.03,3.2786885245901667
AMCI,2025-12-15T09:07:31.571478-05:00,4.87,0.0,$2-5,-0.0002,extended,4,2.47,4.75,40.06,17.229729729729737,0.11,0.20533880903490323
AMCI,2025-12-15T09:41:00.522418-05:00,3.94,2.2842639593908594,$2-5,0.0091,early,17,1.06,167.35,3.01,29.3918918918919,-0.09,0.5076142131979701
AMCI,2025-12-15T10:26:43.063092-05:00,6.89,,$5-10,,early,44,0.75,472.79,0.99,131.58783783783784,-0.72,1.1611030478955018
NTCL,2025-12-15T11:16:35.105452-05:00,0.98,0.0,<$2,0.0077,mid_day,14,1.03,4.63,2.1,44.44444444444444,0.1,2.040816326530614
MASK,2025-12-15T10:10:24.605437-05:00,0.4799,-2.0837674515524087,<$2,-0.0104,early,16,0.62,382.27,1.8,53.608247422680385,-0.24,0.9376953531985723
RADX,2025-12-15T11:11:14.796300-05:00,12.14,3.130148270181211,$10-20,-0.014,mid_day,100,0.58,365.98,-1.89,185.91549295774647,,0.4118616144975346
NTCL,2025-12-15T11:29:43.989545-05:00,0.9295,-1.0758472296933725,<$2,-0.0043,mid_day,20,2.31,7.43,1.36,36.28239499553173,0.19,2.1409359870898244
RADX,2025-12-15T08:25:25.122185-05:00,21.87,0.6858710562414282,$20-40,-0.0408,extended,5,0.53,644.62,44.69,260.5633802816902,,1.0516689529035226
RADX,2025-12-15T10:07:27.997700-05:00,11.58,,$10-20,,early,56,0.6,290.2,-0.3,166.90140845070422,,0.8635578583765081
YCBD,2025-12-15T11:37:32.721696-05:00,1.57,0.6369426751592362,<$2,-0.0041,mid_day,33,39.63,68.06,1.04,35.97368421052633,-0.66,0.6369426751592362
AMCI,2025-12-15T10:02:02.860523-05:00,5.36,3.544776119402976,$5-10,,early,23,10.57,812.0,11.67,62.16216216216216,-0.4,0.373134328358201
KYTX,2025-12-15T09:40:35.360560-05:00,12.24,-0.49019607843137664,$10-20,-0.0119,early,31,2.33,436.63,1.48,37.5854214123007,-0.08,0.8169934640522847
AMCI,2025-12-15T12:02:52.525414-05:00,6.98,-1.575931232091695,$5-10,-0.125,mid_day,134,1.01,595.29,-6.84,140.44256756756758,-0.55,0.8595988538681891
FEBO,2025-12-15T10:44:58.716233-05:00,1.0299,0.0,<$2,0.0202,early,14,0.76,9.75,4.94,14.662790697674419,0.05,3.8838722206039455
IMG,2025-12-15T09:41:09.567665-05:00,1.8899,-2.6456426265939905,<$2,-0.0164,early,7,0.69,119.77,4.4,10.493827160493822,-0.21,0.5291285253188004
AMCI,2025-12-15T10:46:41.824738-05:00,7.32,2.5956284153005518,$5-10,0.0251,early,70,1.41,793.68,-5.74,156.75675675675674,-0.4,0.5464480874316944
AMCI,2025-12-15T10:44:11.110675-05:00,7.65,2.7450980392156854,$5-10,0.0489,early,68,0.89,1353.16,2.14,156.0810810810811,-0.49,0.6535947712418277
RADX,2025-12-15T12:14:08.595419-05:00,12.22,3.109656301145669,$10-20,0.0338,mid_day,126,0.91,208.47,0.55,179.5774647887324,,1.227495908346975
CLYM,2025-12-15T10:42:33.426422-05:00,3.5385,1.4130281192595808,$2-5,0.0121,early,2,5.56,39.0,0.22,18.727297188214717,-0.57,0.5652112477038298
KYTX,2025-12-15T08:34:24.236114-05:00,12.63,2.0585906571654773,$10-20,0.1708,extended,5,0.73,723.84,2.65,44.41913439635536,0.05,0.7125890736342031
BDRX,2025-12-15T09:34:26.852395-05:00,5.5,0.36363636363637203,$5-10,-0.0094,early,11,2.25,8.32,0.0,15.789473684210526,-0.05,2.363636363636362
FEBO,2025-12-15T10:20:16.023942-05:00,0.9834,,<$2,,early,12,0.82,57.49,-3.41,18.6046511627907,-0.03,0.31523286556843516
NTCL,2025-12-15T11:01:58.863251-05:00,0.9598,-2.083767451552397,<$2,0.0023,mid_day,7,0.69,55.09,5.19,36.639857015192135,-0.09,2.073348614294648
YCBD,2025-12-15T10:09:06.594202-05:00,1.5878,3.149011210479912,<$2,0.021,early,18,1.23,228.73,1.71,39.464912280701775,-0.46,0.6298022420959823
KYTX,2025-12-15T09:37:04.360360-05:00,12.25,-1.142857142857133,$10-20,-0.072,early,29,0.58,307.4,2.15,31.664009111617325,-0.01,0.8979591836734647
KYTX,2025-12-15T09:16:56.190424-05:00,12.5481,0.47816004016544733,$10-20,0.0009,extended,16,0.68,283.95,3.75,37.01594533029613,0.12,0.47816004016544733
RYM,2025-12-15T11:12:29.295503-05:00,25.5871,1.3287945878978074,$20-40,0.005,mid_day,3,10.87,11.54,-0.77,13.925729442970816,-0.52,4.846192026450822
AMCI,2025-12-15T11:33:01.967683-05:00,7.35,1.3605442176870821,$5-10,0.0189,mid_day,107,1.4,573.86,1.65,146.6216216216216,-0.4,0.680272108843547
AMCI,2025-12-15T09:13:39.142069-05:00,4.82,0.20746887966805455,$2-5,0.0042,extended,8,2.44,13.21,37.52,18.91891891891892,0.14,0.0
AMCI,2025-12-15T10:35:09.688987-05:00,7.06,1.4164305949008575,$5-10,,early,56,1.04,537.86,0.34,127.3918918918919,-0.51,0.9915014164305991
AMCI,2025-12-15T09:33:09.830835-05:00,3.91,2.0460358056266004,$2-5,0.0354,early,12,1.94,388.42,2.08,29.395270270270267,0.03,0.2557544757033307
BDRX,2025-12-15T11:06:10.133292-05:00,5.96,1.0067114093959817,$5-10,0.0344,mid_day,25,0.71,113.76,1.92,23.157894736842096,-0.51,0.671140939597316
BDRX,2025-12-15T11:19:08.967470-05:00,6.01,1.4975041597337746,$5-10,0.0074,mid_day,26,12.98,79.27,1.98,24.105263157894726,-0.32,0.8319467554076658
AMCI,2025-12-15T09:34:47.081118-05:00,3.775,2.6490066225165587,$2-5,0.0418,early,13,1.62,369.52,-3.66,32.766891891891895,-0.1,0.26490066225165
AMCI,2025-12-15T10:21:00.774306-05:00,6.6201,,$5-10,,early,38,0.51,537.54,2.25,121.6216216216216,-0.51,1.0573858400930543
GLSI,2025-12-15T09:33:08.879657-05:00,13.89,-0.4319654427645696,$10-20,0.0487,early,10,0.58,90.76,3.71,27.213420316868593,0.04,2.519798416126707
RADX,2025-12-15T11:40:33.874698-05:00,10.035,-2.5909317389137994,$10-20,0.0029,mid_day,108,1.89,156.53,0.38,134.50704225352115,,0.6975585450921802
GLSI,2025-12-15T09:46:42.512102-05:00,12.49,-1.361088871096877,$10-20,-0.058,early,20,1.18,129.67,-0.83,15.191053122087595,-0.15,1.6012810248198501
ARTV,2025-12-15T11:58:15.333783-05:00,5.33,0.5628517823639655,$5-10,0.0227,mid_day,37,0.51,173.77,2.27,55.757575757575765,-0.29,0.7504690431519707
RADX,2025-12-15T09:40:22.861488-05:00,15.8289,0.0,$10-20,0.088,early,39,0.52,1853.41,1.95,266.17136150234745,,1.453038429707689
HYFM,2025-12-15T09:55:45.843291-05:00,2.3999,2.0834201425059486,$2-5,,early,4,6.23,2.92,3.15,12.560386473429963,-0.32,3.7501562565106816
RADX,2025-12-15T10:00:56.867510-05:00,11.4,,$10-20,,early,47,0.5,609.35,1.29,150.0023474178404,,0.43859649122806077
YCBD,2025-12-15T10:36:15.780270-05:00,1.6799,1.785820584558593,<$2,0.0036,early,30,3.45,112.14,2.05,44.736842105263165,-0.6,1.1905470563724043
RADX,2025-12-15T09:02:22.426137-05:00,14.55,-1.305841924398622,$10-20,0.0455,extended,28,2.03,356.74,2.79,231.69014084507046,,1.993127147766317
IMG,2025-12-15T09:40:28.375301-05:00,1.8283,-2.7347809440463724,<$2,-0.022,early,6,4.24,69.3,0.92,10.493827160493822,-0.21,0.5469561888092768
RADX,2025-12-15T08:24:21.969796-05:00,15.18,1.054018445322794,$10-20,-0.051,extended,3,0.5,459.75,3.15,248.12206572769955,,0.8563899868247629
RADX,2025-12-15T10:02:03.741214-05:00,11.2998,,$10-20,,early,49,0.5,292.45,1.39,167.60563380281693,,1.061965698507947
AMCI,2025-12-15T11:28:23.584291-05:00,7.5,1.20000000000001,$5-10,0.0474,mid_day,103,0.68,468.56,0.86,152.8141891891892,-0.27,0.266666666666661
MASK,2025-12-15T10:09:47.272718-05:00,0.4686,-2.1340162185232625,<$2,-0.0059,early,15,0.63,474.44,-8.96,60.39241769205187,-0.2,1.6431924882629074
AMCI,2025-12-15T10:41:32.869000-05:00,8.1,4.444444444444449,$5-10,0.0955,early,65,0.53,458.16,2.43,175.3310810810811,-0.59,0.12345679012347609
KYTX,2025-12-15T08:51:45.405985-05:00,12.09,0.9925558312655023,$10-20,-0.0313,extended,12,4.32,95.56,1.58,35.5353075170843,0.1,2.3986765922249726
NTCL,2025-12-15T12:15:19.354840-05:00,0.86,-1.1627906976744196,<$2,-0.0048,mid_day,37,13.11,19.52,1.28,25.230860887697347,-0.14,2.2093023255813975
AMCI,2025-12-15T11:43:57.568846-05:00,8.24,5.58252427184466,$5-10,0.1006,mid_day,120,0.62,840.71,-4.87,194.93243243243245,-0.57,0.7281553398058312
ARTV,2025-12-15T10:47:28.646020-05:00,4.9,1.0204081632653024,$2-5,-0.0144,early,17,14.15,140.7,2.28,45.14848484848486,-0.13,0.204081632653075
NTCL,2025-12-15T11:35:40.494102-05:00,1.095,0.9132420091324209,<$2,0.0082,mid_day,25,0.68,74.54,8.24,56.38963360142986,-0.02,0.9132420091324209
RADX,2025-12-15T08:40:31.709849-05:00,14.75,-1.0169491525423753,$10-20,-0.1679,extended,19,1.04,521.46,1.52,239.2018779342723,,1.2203389830508455
AMCI,2025-12-15T12:00:54.808442-05:00,7.445,0.5372733378105996,$5-10,-0.0467,mid_day,132,2.49,2001.65,-9.29,176.35135135135133,-0.51,0.2686366689053118
AMCI,2025-12-15T11:46:48.959928-05:00,8.07,3.221809169764568,$5-10,-0.0252,mid_day,123,0.68,405.38,2.29,164.82432432432432,-0.64,0.37174721189592486
MASK,2025-12-15T09:59:15.895873-05:00,0.5643,3.5442140705298435,<$2,-0.0003,early,8,1.06,815.94,-4.53,96.60791486531424,-0.12,2.091086301612603
BDRX,2025-12-15T09:47:12.724566-05:00,5.46,-0.18315018315017925,$5-10,-0.0362,early,16,1.96,108.79,1.47,12.431578947368411,-0.15,1.0989010989010917
YCBD,2025-12-15T09:47:53.316016-05:00,1.365,-1.4652014652014502,<$2,-0.0061,early,9,9.96,124.23,1.26,17.5,-0.25,0.7326007326007333
KYTX,2025-12-15T09:16:15.272722-05:00,12.35,0.48582995951417407,$10-20,0.0009,extended,15,11.81,251.5,2.11,37.243735763097966,0.13,0.7287449392712539
AMCI,2025-12-15T09:04:03.197442-05:00,4.8,0.0,$2-5,0.0004,extended,2,38.63,32.56,38.5,17.229729729729737,0.12,0.20833333333333814
AMCI,2025-12-15T09:31:13.611121-05:00,3.83,1.044386422976502,$2-5,0.0187,early,11,0.5,487.33,4.84,21.959459459459456,0.07,0.26109660574411975
BDRX,2025-12-15T09:31:39.102680-05:00,5.5,0.7272727272727278,$5-10,0.0102,early,9,0.63,23.83,-1.68,15.578947368421057,0.06,4.545454545454546
GLSI,2025-12-15T10:37:21.623710-05:00,12.19,-0.24610336341262806,$10-20,-0.0003,early,27,21.37,78.69,2.32,10.717614165890032,-0.62,3.855619360131246
KYTX,2025-12-15T10:50:26.399837-05:00,11.3632,-0.5280202759786019,$10-20,-0.0648,early,45,0.67,143.37,2.75,24.847380410022797,-0.38,0.6160236553083662
AMCI,2025-12-15T11:39:43.265844-05:00,8.24,4.126213592233007,$5-10,0.0906,mid_day,115,0.85,336.3,1.03,176.85810810810813,-0.53,0.8495145631067995
YCBD,2025-12-15T10:06:05.533733-05:00,1.4897,1.3425521917164542,<$2,0.0105,early,16,1.29,133.53,1.89,28.947368421052637,-0.39,0.6712760958582271
AMCI,2025-12-15T10:32:59.332728-05:00,6.6,3.030303030303033,$5-10,,early,53,0.5,808.24,-2.18,131.08445945945945,-0.59,0.9090909090909032
AMCI,2025-12-15T12:30:46.505153-05:00,7.54,-0.26525198938992656,$5-10,0.0124,mid_day,147,1.14,269.6,3.92,147.30743243243242,-0.59,1.3262599469495973
KYTX,2025-12-15T09:34:48.514035-05:00,11.6547,-0.7722206491801579,$10-20,-0.1134,early,26,0.6,184.82,1.17,29.46013667425969,-0.1,0.7722206491801579
RADX,2025-12-15T09:23:00.688970-05:00,14.46,0.20746887966805763,$10-20,-0.0011,extended,30,10.45,302.47,1.15,234.7417840375587,,1.8672199170124575
YCBD,2025-12-15T10:32:48.709247-05:00,1.67,1.7964071856287442,<$2,-0.0006,early,29,1.51,383.0,2.14,43.85964912280702,-0.61,0.5988023952095813
BDRX,2025-12-15T11:41:45.168472-05:00,5.896,-0.16960651289009138,$5-10,-0.0212,mid_day,30,1.1,68.89,2.14,21.894736842105264,-0.55,1.5264586160108675
AMCI,2025-12-15T11:48:46.277006-05:00,8.1999,2.31710142806619,$5-10,-0.052,mid_day,125,0.72,437.45,0.04,175.4121621621622,-0.62,0.6097635337016175
MASK,2025-12-15T10:23:59.336332-05:00,0.5193,-1.9256691700365893,<$2,0.003,early,21,3.02,123.11,2.94,69.20518789491187,-0.39,0.2503369921047716
RADX,2025-12-15T11:09:04.977538-05:00,11.73,2.728047740835467,$10-20,-0.0649,mid_day,97,0.98,127.52,1.07,167.84037558685446,,2.728047740835467
KYTX,2025-12-15T09:21:14.253346-05:00,12.6,0.8730158730158686,$10-20,0.0231,extended,17,4.3,255.89,3.17,39.52164009111618,0.12,0.9523809523809462
RADX,2025-12-15T11:41:58.677033-05:00,10.5,-2.476190476190474,$10-20,0.0052,mid_day,109,1.41,282.91,5.76,138.96713615023475,,2.000000000000008
AMCI,2025-12-15T11:29:40.890123-05:00,7.205,1.9430950728660732,$5-10,0.0426,mid_day,104,1.29,588.41,-4.09,150.66554054054052,-0.27,0.416377515614148
AMCI,2025-12-15T09:50:54.961010-05:00,4.01,1.9950124688279323,$2-5,-0.0045,early,21,2.06,160.43,-0.93,36.82432432432432,-0.21,0.24937655860348598
AMCI,2025-12-15T11:51:20.420949-05:00,8.7493,2.5144868732355805,$5-10,-0.0057,mid_day,128,1.3,1246.68,-0.33,182.43243243243242,-0.52,0.4571794314973672
AMCI,2025-12-15T10:39:13.512947-05:00,8.03,3.7359900373598984,$5-10,0.077,early,61,0.66,903.82,-0.04,175.67567567567568,-0.58,0.49813200498130944
AMCI,2025-12-15T10:37:52.482372-05:00,8.1194,1.7242653398034409,$5-10,-0.0089,early,59,0.6,1076.92,12.6,152.54054054054055,-0.57,0.36948542995789263
RADX,2025-12-15T10:16:11.958337-05:00,10.9999,,$10-20,,early,61,0.69,142.27,5.65,143.19248826291079,,1.4545586778061632
RYM,2025-12-15T11:32:52.140351-05:00,25.9,-0.11583011583012022,$20-40,-0.0367,mid_day,9,1.84,4.42,2.01,12.245800176834658,-0.39,4.710424710424706
KYTX,2025-12-15T09:43:16.068567-05:00,12.75,0.3921568627450897,$10-20,0.0506,early,32,2.68,1274.46,2.13,41.75056947608202,-0.09,0.3921568627451036
BDRX,2025-12-15T09:27:50.021112-05:00,5.63,0.0,$5-10,,extended,6,10.98,58.03,1.26,17.05263157894736,0.12,1.776198934280649
GLSI,2025-12-15T09:39:38.899934-05:00,13.28,-0.677710843373493,$10-20,-0.0197,early,16,0.8,27.73,0.41,21.62162162162162,-0.14,2.9367469879517984
ARTV,2025-12-15T10:51:11.648395-05:00,5.29,1.7013232514177665,$5-10,0.0183,early,21,0.5,844.21,4.8,53.942424242424245,-0.13,0.37807183364838515
RADX,2025-12-15T10:19:58.782604-05:00,11.4348,-4.022807569874411,$10-20,,early,64,1.66,296.6,2.8,162.52112676056342,,0.6996187078042474
YCBD,2025-12-15T09:57:36.527900-05:00,1.4199,0.0,<$2,0.0034,early,12,1.15,124.87,2.75,22.359649122807028,-0.39,0.7042749489400668
RADX,2025-12-15T08:56:51.737939-05:00,19.2,-1.041666666666663,$10-20,-0.0214,extended,25,0.89,515.97,41.82,220.6572769953052,,0.6770833333333282
RADX,2025-12-15T10:34:52.149154-05:00,9.23,-4.00866738894907,$5-10,-0.1241,early,72,0.5,692.25,-4.39,122.56807511737091,,1.0834236186349018
AMCI,2025-12-15T10:17:42.324214-05:00,6.54,,$5-10,,early,33,0.62,1172.14,-2.22,124.32432432432432,-0.52,0.7645259938837894
ARTV,2025-12-15T10:03:41.146657-05:00,4.3999,-1.5909452487556601,$2-5,-0.0608,early,5,5.39,62.45,1.54,31.212121212121218,-0.17,0.9091115707175171
AMCI,2025-12-15T11:12:37.951650-05:00,7.09,-2.1156558533145327,$5-10,0.024,mid_day,91,1.1,389.48,3.09,135.13513513513513,-0.52,0.9873060648801169
AMCI,2025-12-15T11:58:25.681721-05:00,8.28,0.7246376811594049,$5-10,-0.0763,mid_day,131,1.13,309.14,1.79,173.41216216216216,-0.59,0.4830917874396033
KYTX,2025-12-15T11:45:45.832946-05:00,10.97,-0.36463081130356356,$10-20,-0.0112,mid_day,54,35.77,181.73,1.76,22.833712984054685,-0.59,1.7319963536918823
AMCI,2025-12-15T11:15:45.155127-05:00,7.13,-0.7012622720897591,$5-10,0.0547,mid_day,93,1.58,275.59,1.24,136.48986486486484,-0.42,0.5610098176718098
ARTV,2025-12-15T10:21:11.925945-05:00,4.61,-0.216919739696327,$2-5,0.0495,early,10,1.51,503.91,2.73,34.09090909090909,-0.19,0.216919739696327
BDRX,2025-12-15T09:45:15.421088-05:00,5.5599,0.8992967499415425,$5-10,0.0019,early,15,7.17,43.93,-0.34,16.421052631578952,-0.12,2.8777495998129328
RADX,2025-12-15T10:08:41.433749-05:00,11.6834,,$10-20,,early,58,0.53,161.47,1.75,166.43427230046947,,0.8559152301556023
MASK,2025-12-15T12:32:45.782866-05:00,0.4195,-4.767580452920147,<$2,-0.0028,mid_day,45,9.73,26.66,0.36,39.20851346857332,-0.43,0.882002383790222
BDRX,2025-12-15T09:35:12.122798-05:00,5.72,0.1748251748251711,$5-10,-0.0133,early,12,0.75,15.29,3.93,15.368421052631586,-0.07,4.020979020979013
RADX,2025-12-15T08:33:38.172466-05:00,14.71,0.8837525492862052,$10-20,-0.0959,extended,14,0.76,391.61,-0.76,249.35446009389673,,0.5438477226376619
YCBD,2025-12-15T09:56:27.707539-05:00,1.3899,-0.7194762213108863,<$2,0.0013,early,11,0.72,40.67,1.52,21.49122807017545,-0.35,0.7194762213108863
RADX,2025-12-15T12:04:19.075881-05:00,11.285,1.329198050509529,$10-20,0.0666,mid_day,115,1.04,228.44,1.4,164.09624413145542,,1.2405848471422292
RADX,2025-12-15T10:50:08.762356-05:00,10.1491,-0.39412361687244113,$10-20,0.0861,early,80,0.55,105.19,2.37,132.86384976525824,,0.492654521090547
AMCI,2025-12-15T09:11:12.790668-05:00,4.94,0.0,$2-5,0.0005,extended,7,1.24,20.02,41.95,17.56756756756757,0.14,0.0
RYM,2025-12-15T11:58:26.191473-05:00,26.5,-0.18867924528300814,$20-40,,mid_day,18,2.17,3.64,2.03,13.682581786030056,-0.6,6.528301886792441
AMCI,2025-12-15T10:14:27.235008-05:00,7.1599,,$5-10,,early,27,5.34,253.0,5.51,135.81081081081084,-0.45,0.6983337756113887
RADX,2025-12-15T10:18:19.153590-05:00,11.16,-4.569892473118277,$10-20,,early,63,0.57,306.36,4.39,152.8169014084507,,0.17921146953404637
NTCL,2025-12-15T11:51:08.561782-05:00,0.9494,-1.0532968190436074,<$2,-0.0031,mid_day,33,0.69,2.19,2.2,37.39946380697051,-0.09,2.26458816094375
MASK,2025-12-15T10:33:02.383897-05:00,0.5245,-1.9065776930409932,<$2,0.0034,early,24,0.57,465.94,2.56,64.48287329564349,-0.42,0.4385128693994221
HYFM,2025-12-15T09:47:43.695814-05:00,2.4499,,$2-5,,early,1,2.65,6.47,4.36,14.32850241545895,-0.22,1.2245397771337707
AMCI,2025-12-15T10:58:28.596899-05:00,6.89,-3.047895500725689,$5-10,-0.0963,early,79,5.06,258.01,1.96,127.03040540540542,-0.54,0.4354136429608164
BDRX,2025-12-15T09:31:01.264685-05:00,5.601,0.7141581860382081,$5-10,0.0102,early,8,2.69,3.41,0.13,17.473684210526315,0.07,4.999107302267457
ARTV,2025-12-15T11:14:13.557433-05:00,5.42,2.0295202952029414,$5-10,0.0018,mid_day,32,3.26,134.05,1.7,63.027272727272745,-0.22,0.5535055350553387
GLSI,2025-12-15T09:31:32.393250-05:00,13.639,-1.099787374440944,$10-20,-0.0041,early,7,0.5,29.63,3.07,26.18825722273997,0.07,1.759659799105508
AMCI,2025-12-15T09:27:40.224679-05:00,3.62,0.2762430939226583,$2-5,0.0019,extended,9,14.02,39.97,2.63,19.25675675675675,0.1,1.1049723756906087
HYFM,2025-12-15T10:04:15.893116-05:00,2.3585,0.4239983040067938,$2-5,-0.0127,early,5,0.66,1.33,2.11,10.144927536231883,-0.55,6.359974560101757
AMCI,2025-12-15T11:45:15.156143-05:00,7.99,4.380475594493123,$5-10,0.0175,mid_day,121,1.29,987.66,-2.16,173.3108108108108,-0.62,0.37546933667084165
GLSI,2025-12-15T09:56:00.953466-05:00,12.59,-1.4297061159650635,$10-20,-0.0113,early,25,2.81,4.27,0.89,15.843429636533077,-0.28,2.3034154090547987
RYM,2025-12-15T11:34:06.316251-05:00,25.39,0.11815675462781071,$20-40,0.0685,mid_day,10,1.24,1.11,-1.77,14.588859416445626,-0.45,5.198897203623474
BDRX,2025-12-15T08:48:26.215136-05:00,5.52,0.0,$5-10,,extended,2,23.02,9.32,1.07,15.1578947368421,0.11,2.173913043478247
RADX,2025-12-15T08:35:10.892386-05:00,14.59,-0.3427004797806765,$10-20,-0.1739,extended,15,1.55,554.04,0.02,236.0422535211268,,0.7539410555174738
ARTV,2025-12-15T11:02:14.861789-05:00,5.03,0.9940357852882667,$5-10,-0.0163,mid_day,25,4.69,614.39,0.6,53.09393939393941,-0.27,0.7952286282306169
RADX,2025-12-15T09:52:10.151562-05:00,11.66,-2.658662092624346,$10-20,,early,42,0.5,755.21,-1.37,198.35680751173712,,0.7718696397941669
KYTX,2025-12-15T08:34:54.487939-05:00,12.6,2.0634920634920615,$10-20,0.1708,extended,6,0.5,379.79,2.4,44.41913439635536,0.05,0.6349206349206356
AMCI,2025-12-15T10:29:52.628468-05:00,7.48,,$5-10,,early,49,0.5,735.22,0.19,152.02702702702703,-0.72,0.40106951871658086
RADX,2025-12-15T08:41:02.607436-05:00,14.95,-1.8729096989966512,$10-20,0.0287,extended,20,0.51,478.94,1.54,239.2018779342723,,1.6053511705685635
AMCI,2025-12-15T11:01:13.513758-05:00,7.16,-2.5139664804469235,$5-10,-0.028,mid_day,82,0.5,913.87,4.42,132.70945945945948,-0.53,0.5586592178770954
KYTX,2025-12-15T09:31:30.387613-05:00,12.2,0.24590163934425707,$10-20,-0.0351,early,22,0.82,561.8,-0.42,40.43507972665149,0.06,0.8196721311475527
RADX,2025-12-15T12:09:57.095403-05:00,11.49,3.7423846823324607,$10-20,0.1348,mid_day,122,0.51,134.02,-3.3,177.9342723004695,,1.827676240208869
BDRX,2025-12-15T10:52:28.424467-05:00,5.5,0.18181818181817794,$5-10,-0.0,early,22,0.54,2.98,0.38,16.63157894736842,-0.42,1.4545454545454557
RADX,2025-12-15T10:55:46.780102-05:00,11.97,2.2556390977443574,$10-20,0.1769,early,86,0.79,346.11,9.34,164.3192488262911,,1.1695906432748584
RADX,2025-12-15T10:42:23.385984-05:00,9.5301,-4.512019810914889,$5-10,-0.0091,early,75,4.18,81.17,2.22,117.48826291079814,,0.6295841596625482
ARTV,2025-12-15T10:16:13.629661-05:00,4.35,-2.5287356321839156,$2-5,0.0064,early,8,1.89,81.11,2.62,27.272727272727288,-0.28,0.9195402298850583
AMCI,2025-12-15T10:40:31.236732-05:00,7.79,4.107830551989735,$5-10,0.0798,early,63,0.78,896.17,-0.16,164.51351351351352,-0.67,0.5134788189987168
NTCL,2025-12-15T11:20:50.688929-05:00,0.9698,1.0311404413281098,<$2,0.0039,mid_day,16,0.86,0.26,1.9,45.94876377718201,0.16,2.7531449783460453
GLSI,2025-12-15T08:56:51.732251-05:00,21.0,0.714285714285716,$20-40,0.0555,extended,2,31.44,15.53,52.99,29.51817334575954,0.09,0.476190476190483
ARTV,2025-12-15T10:19:41.328828-05:00,4.48,-0.8928571428571435,$2-5,0.032,early,9,3.46,238.23,2.67,31.818181818181813,-0.27,0.4464285714285817
YCBD,2025-12-15T09:33:21.023809-05:00,1.43,-0.6993006993007,<$2,-0.0008,early,5,2.31,60.32,3.06,21.447368421052648,-0.04,0.6993006993007
CLYM,2025-12-15T12:21:39.351906-05:00,4.375,1.6000000000000065,$2-5,0.0186,mid_day,10,1.18,212.68,0.12,44.625319521054756,-0.61,0.22857142857142368
NTCL,2025-12-15T10:54:04.662906-05:00,0.889,-2.249718785151858,<$2,-0.0156,early,1,,3.4,0.25,32.55883229073578,-0.09,2.0922384701912202
FEBO,2025-12-15T10:56:21.367100-05:00,0.99,1.010101010101011,<$2,-0.0036,early,17,9.88,0.09,2.16,12.604651162790702,-0.04,2.020202020202022
MASK,2025-12-15T11:18:54.510706-05:00,0.5342,1.8719580681392753,<$2,0.0004,mid_day,33,6.55,138.96,-2.33,80.97771865646823,-0.13,1.2729314863347114
