timestamp,symbol,high,low,close,volume,trade_count,vwap
2025-07-17 09:30:00,WINT,1.4,1.35,1.3906,869755,1904,1.371397
2025-07-17 09:31:00,WINT,1.43,1.39,1.41,832905,2595,1.408358
2025-07-17 09:32:00,WINT,1.55,1.41,1.5403,1690584,4092,1.487393
2025-07-17 09:33:00,WINT,1.75,1.54,1.72,3969307,9910,1.665256
2025-07-17 09:34:00,WINT,1.86,1.72,1.805,3507327,9109,1.777259
2025-07-17 09:35:00,WINT,1.81,1.62,1.6363,3723101,9017,1.729109
2025-07-17 09:36:00,WINT,1.64,1.55,1.6107,2459593,5851,1.600524
2025-07-17 09:37:00,WINT,1.71,1.6,1.6004,2189291,5691,1.663832
2025-07-17 09:38:00,WINT,1.64,1.51,1.52,1926178,5291,1.568961
2025-07-17 09:39:00,WINT,1.54,1.47,1.53,1799727,4344,1.507895
2025-07-17 09:40:00,WINT,1.6,1.5,1.595,1482648,3907,1.5485
2025-07-17 09:41:00,WINT,1.62,1.58,1.615,1427580,3939,1.607958
2025-07-17 09:42:00,WINT,1.62,1.51,1.53,1073294,3231,1.544676
2025-07-17 09:43:00,WINT,1.55,1.45,1.4503,1553377,4269,1.492315
2025-07-17 09:44:00,WINT,1.47,1.45,1.465,1308745,2830,1.458475
2025-07-17 09:45:00,WINT,1.47,1.38,1.38,1610741,4043,1.412888
