timestamp,symbol,high,low,close,volume,trade_count,vwap
2025-07-17 09:30:00,ABVE,2.5861,2.41,2.4108,662789,2276,2.492311
2025-07-17 09:31:00,ABVE,2.46,2.415,2.4391,337217,1167,2.43936
2025-07-17 09:32:00,ABVE,2.47,2.4201,2.43,237343,893,2.437651
2025-07-17 09:33:00,ABVE,2.48,2.4,2.48,297564,959,2.421539
2025-07-17 09:34:00,ABVE,2.48,2.36,2.3602,268614,987,2.424469
2025-07-17 09:35:00,ABVE,2.5,2.36,2.4901,361563,865,2.417975
2025-07-17 09:36:00,ABVE,2.56,2.4926,2.5409,393183,1188,2.537195
2025-07-17 09:37:00,ABVE,2.55,2.465,2.4701,271142,898,2.524233
2025-07-17 09:38:00,ABVE,2.4809,2.43,2.4409,207315,949,2.45471
2025-07-17 09:39:00,ABVE,2.45,2.43,2.4452,104874,541,2.442425
2025-07-17 09:40:00,ABVE,2.47,2.43,2.43,128100,541,2.44012
2025-07-17 09:41:00,ABVE,2.44,2.41,2.4301,115061,413,2.427567
2025-07-17 09:42:00,ABVE,2.44,2.38,2.425,210799,787,2.415348
2025-07-17 09:43:00,ABVE,2.51,2.43,2.4952,210738,557,2.482498
2025-07-17 09:44:00,ABVE,2.5,2.41,2.4594,107363,479,2.455648
2025-07-17 09:45:00,ABVE,2.47,2.41,2.415,111028,433,2.435705
