timestamp,symbol,high,low,close,volume,trade_count,vwap
2025-07-17 09:30:00,BTCS,6.75,6.57,6.738,637699,2107,6.623799
2025-07-17 09:31:00,BTCS,6.77,6.66,6.72,212940,1053,6.717035
2025-07-17 09:32:00,BTCS,6.94,6.64,6.925,504806,2836,6.807645
2025-07-17 09:33:00,BTCS,7.06,6.915,7.01,629518,3027,6.998224
2025-07-17 09:34:00,BTCS,7.14,6.82,6.84,643733,2848,6.964812
2025-07-17 09:35:00,BTCS,6.855,6.75,6.75,394293,1260,6.771322
2025-07-17 09:36:00,BTCS,6.76,6.58,6.615,465179,845,6.709143
2025-07-17 09:37:00,BTCS,6.62,6.37,6.44,378866,1954,6.502853
2025-07-17 09:38:00,BTCS,6.455,6.28,6.31,502608,2465,6.350219
2025-07-17 09:39:00,BTCS,6.47,6.24,6.45,284112,1052,6.358487
2025-07-17 09:40:00,BTCS,6.56,6.39,6.5165,172751,808,6.469623
2025-07-17 09:41:00,BTCS,6.77,6.4702,6.77,483763,3256,6.65177
2025-07-17 09:42:00,BTCS,6.91,6.75,6.84,351362,1673,6.855172
2025-07-17 09:43:00,BTCS,6.88,6.79,6.83,309471,903,6.831581
2025-07-17 09:44:00,BTCS,6.83,6.75,6.7899,134132,469,6.777538
2025-07-17 09:45:00,BTCS,6.84,6.53,6.54,301039,1436,6.700991
