timestamp,symbol,high,low,close,volume,trade_count,vwap
2025-07-17 09:30:00,OPEN,1.95,1.87,1.885,14244360,21772,1.91067
2025-07-17 09:31:00,OPEN,1.89,1.78,1.8698,7660356,11227,1.826963
2025-07-17 09:32:00,OPEN,1.95,1.85,1.95,5008811,7578,1.91092
2025-07-17 09:33:00,OPEN,2.02,1.93,2.0051,9631063,16357,1.982748
2025-07-17 09:34:00,OPEN,2.01,1.89,1.915,8079876,13011,1.971743
2025-07-17 09:35:00,OPEN,1.93,1.81,1.8542,5991004,9390,1.867043
2025-07-17 09:36:00,OPEN,1.86,1.78,1.8358,4780895,7665,1.825104
2025-07-17 09:37:00,OPEN,1.87,1.83,1.865,2212259,3633,1.851641
2025-07-17 09:38:00,OPEN,1.9,1.86,1.895,2842550,4958,1.892517
2025-07-17 09:39:00,OPEN,1.9,1.85,1.865,3370866,6146,1.880745
2025-07-17 09:40:00,OPEN,1.8699,1.72,1.7699,7965884,11827,1.774353
2025-07-17 09:41:00,OPEN,1.77,1.68,1.73,5800931,7345,1.714077
2025-07-17 09:42:00,OPEN,1.77,1.71,1.765,3099002,4637,1.73939
2025-07-17 09:43:00,OPEN,1.82,1.7551,1.8,3137620,4724,1.795113
2025-07-17 09:44:00,OPEN,1.8,1.77,1.795,1631160,2969,1.785939
2025-07-17 09:45:00,OPEN,1.85,1.79,1.819,2248538,4007,1.818987
