timestamp,symbol,high,low,close,volume,trade_count,vwap
2025-07-17 09:30:00,GAME,1.571,1.51,1.55,2157022,2504,1.541787
2025-07-17 09:31:00,GAME,1.5599,1.51,1.525,650491,1106,1.531493
2025-07-17 09:32:00,GAME,1.54,1.5,1.51,586342,1004,1.524072
2025-07-17 09:33:00,GAME,1.51,1.4708,1.4899,1128727,1913,1.496917
2025-07-17 09:34:00,GAME,1.54,1.48,1.515,830779,1839,1.50516
2025-07-17 09:35:00,GAME,1.52,1.5035,1.515,467149,1090,1.514534
2025-07-17 09:36:00,GAME,1.52,1.49,1.4901,539508,846,1.509258
2025-07-17 09:37:00,GAME,1.5,1.47,1.5,570116,816,1.483103
2025-07-17 09:38:00,GAME,1.52,1.49,1.5047,721283,1470,1.504886
2025-07-17 09:39:00,GAME,1.55,1.5,1.5452,729633,1348,1.52967
2025-07-17 09:40:00,GAME,1.58,1.54,1.575,1045561,1725,1.554325
2025-07-17 09:41:00,GAME,1.63,1.57,1.6292,1268906,1722,1.594098
2025-07-17 09:42:00,GAME,1.65,1.62,1.645,1261851,1516,1.641978
2025-07-17 09:43:00,GAME,1.65,1.62,1.6245,793404,629,1.63652
2025-07-17 09:44:00,GAME,1.63,1.6,1.605,602365,700,1.617439
2025-07-17 09:45:00,GAME,1.6599,1.58,1.58,853765,721,1.602409
