timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-12 04:12:00-05:00,214.89,215.48,214.89,202,215.21,8069,215.168119
2026-02-12 04:33:00-05:00,214.61,214.83,214.5,102,214.8,4592,214.579042
2026-02-12 04:54:00-05:00,214.92,215.14,214.75,55,214.75,2842,214.855939
2026-02-12 05:15:00-05:00,215.07,215.07,214.86,125,214.91,6703,214.926642
2026-02-12 05:36:00-05:00,214.87,215.06,214.87,98,215.06,3999,214.960872
2026-02-12 05:57:00-05:00,215.2,215.2,214.8,153,214.92,4245,214.966781
2026-02-12 06:18:00-05:00,215.2,215.5,215.2,187,215.25,7376,215.309927
2026-02-12 06:39:00-05:00,215.23,215.29,215.05,113,215.2,2641,215.179671
2026-02-12 07:00:00-05:00,215.44,215.44,214.78,631,215.06,31942,215.046753
2026-02-12 07:21:00-05:00,215.9,215.9,215.44,447,215.44,17884,215.676536
2026-02-12 07:42:00-05:00,215.49,215.92,213.26,4691,215.85,176074,215.075098
2026-02-12 08:03:00-05:00,215.32,215.6444,213.87,1031,215.5,37398,215.396305
2026-02-12 08:24:00-05:00,216.3806,216.45,215.1,1435,215.3814,56920,215.92379
2026-02-12 08:45:00-05:00,215.75,216.4045,215.65,1371,216.38,55597,216.118229
2026-02-12 09:06:00-05:00,215.8,215.95,215.4,1369,215.65,44259,215.660488
2026-02-12 09:27:00-05:00,212.845,218.4564,212.71,48448,215.81,3630513,215.954958
2026-02-12 09:48:00-05:00,212.8116,214.57,211.641,36602,212.8379,2558377,213.070075
2026-02-12 10:09:00-05:00,214.01,214.4654,212.7644,18458,212.81,1149654,213.772916
2026-02-12 10:30:00-05:00,211.355,214.15,211.0,22044,214.0265,1401909,212.162792
