timestamp,close,high,low,trade_count,open,volume,vwap
2026-03-11 04:00:00-04:00,204.32,204.55,203.97,322,204.0,7092,204.19711
2026-03-11 04:21:00-04:00,203.8,204.55,203.8,136,204.32,4617,204.35444
2026-03-11 04:42:00-04:00,203.35,203.67,203.25,152,203.63,6590,203.568195
2026-03-11 05:03:00-04:00,203.6,203.6,203.2,167,203.25,6494,203.415468
2026-03-11 05:24:00-04:00,202.8,203.6,202.8,249,203.6,7849,203.161698
2026-03-11 05:45:00-04:00,202.8,202.98,202.5,230,202.98,8608,202.660271
2026-03-11 06:06:00-04:00,203.43,203.59,202.81,242,202.81,9770,203.032664
2026-03-11 06:27:00-04:00,204.0,204.18,204.0,123,204.0,3963,204.082884
2026-03-11 06:48:00-04:00,204.12,204.44,203.85,195,204.0,9406,204.108592
2026-03-11 07:09:00-04:00,203.91,204.4,203.84,150,204.08,6124,204.125679
2026-03-11 07:30:00-04:00,203.62,203.88,203.43,361,203.7,11929,203.668752
2026-03-11 07:51:00-04:00,203.8542,205.84,202.5,3696,203.7,109214,204.05621
2026-03-11 08:12:00-04:00,203.84,204.88,203.65,514,203.65,37672,204.348067
2026-03-11 08:33:00-04:00,203.2712,204.08,202.9,961,204.08,46814,203.234355
2026-03-11 08:54:00-04:00,203.5,204.15,203.4,853,203.5,30959,203.720792
2026-03-11 09:15:00-04:00,206.31,207.2,203.6476,17645,203.8,1365472,206.088719
2026-03-11 09:36:00-04:00,206.445,209.21,205.68,42158,206.2629,3109565,207.425192
2026-03-11 09:57:00-04:00,206.91,208.415,206.34,28835,206.4451,1914445,207.465387
2026-03-11 10:18:00-04:00,206.6299,207.47,205.551,22743,206.9,1452735,206.456331
