timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-13 04:00:00-05:00,308.49,308.49,307.89,596,307.89,11847,308.361462
2026-02-13 04:21:00-05:00,308.66,308.78,308.4,180,308.4,3223,308.598661
2026-02-13 04:42:00-05:00,308.59,308.83,308.59,146,308.78,1647,308.743184
2026-02-13 05:03:00-05:00,309.17,309.17,308.67,131,308.79,2446,308.964
2026-02-13 05:24:00-05:00,308.79,309.11,308.79,262,309.11,5157,309.045356
2026-02-13 05:45:00-05:00,307.75,308.31,307.75,593,308.15,6324,308.127197
2026-02-13 06:06:00-05:00,306.79,307.51,306.74,875,307.51,13044,307.017756
2026-02-13 06:27:00-05:00,307.09,307.19,306.29,786,306.84,16802,306.666359
2026-02-13 06:48:00-05:00,307.3,307.8,306.98,596,306.98,9044,307.503093
2026-02-13 07:09:00-05:00,307.68,307.74,306.84,563,307.23,11550,307.178234
2026-02-13 07:30:00-05:00,307.42,307.68,307.42,286,307.59,5434,307.535396
2026-02-13 07:51:00-05:00,306.8,309.19,306.67,16160,307.33,171175,307.671574
2026-02-13 08:12:00-05:00,308.55,310.29,305.99,4518,306.79,91088,307.83365
2026-02-13 08:33:00-05:00,308.45,309.56,307.91,2823,308.36,79480,308.718166
2026-02-13 08:54:00-05:00,307.74,309.27,307.39,3472,308.52,77500,308.381754
2026-02-13 09:15:00-05:00,306.86,308.42,305.21,46413,308.18,2671941,306.939569
2026-02-13 09:36:00-05:00,306.11,307.91,303.5,115308,306.87,5497463,305.566588
2026-02-13 09:57:00-05:00,305.9,307.18,305.1,71221,306.11,2263307,306.166331
2026-02-13 10:18:00-05:00,305.97,307.39,305.48,57804,305.88,1717075,306.476201
