timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-03 04:15:00-05:00,251.58,252.31,251.55,978,252.01,30647,251.966844
2026-02-03 04:36:00-05:00,251.6,251.88,251.41,501,251.54,14780,251.674528
2026-02-03 04:57:00-05:00,251.73,252.0,251.57,342,251.74,11338,251.862325
2026-02-03 05:18:00-05:00,251.0,251.67,251.0,556,251.67,12330,251.246488
2026-02-03 05:39:00-05:00,251.25,251.27,250.53,366,251.0,8655,251.020058
2026-02-03 06:00:00-05:00,250.73,251.36,250.26,644,251.1,18180,250.574528
2026-02-03 06:21:00-05:00,250.53,251.0,250.0,726,250.78,18975,250.379222
2026-02-03 06:42:00-05:00,250.05,251.0,250.02,942,250.86,29500,250.548899
2026-02-03 07:03:00-05:00,251.6,251.66,250.16,1065,250.16,37761,251.158178
2026-02-03 07:24:00-05:00,251.4,252.0,251.23,1561,251.6,50628,251.648872
2026-02-03 07:45:00-05:00,251.3263,252.62,250.02,9184,251.4,258999,251.447443
2026-02-03 08:06:00-05:00,251.57,252.23,251.1205,3314,251.19,116392,251.779349
2026-02-03 08:27:00-05:00,251.15,251.7989,250.84,2542,251.68,86517,251.283549
2026-02-03 08:48:00-05:00,250.78,251.4,250.7,2587,251.11,69784,251.006257
2026-02-03 09:09:00-05:00,251.59,252.0,250.2197,3649,250.71,179750,251.093961
2026-02-03 09:30:00-05:00,246.312,252.65,245.5001,69109,251.55,4953665,249.002183
2026-02-03 09:51:00-05:00,242.9552,246.999,241.744,48744,246.335,3323753,243.942207
2026-02-03 10:12:00-05:00,244.07,245.18,242.01,35667,242.98,2285042,243.545406
