timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-04 04:03:00-05:00,340.94,342.51,340.94,935,341.99,27335,341.589012
2026-02-04 04:24:00-05:00,340.58,341.37,340.58,536,341.12,10010,341.062246
2026-02-04 04:45:00-05:00,340.79,341.01,340.43,224,340.71,8117,340.703908
2026-02-04 05:06:00-05:00,342.34,342.34,341.17,343,341.43,5991,341.712494
2026-02-04 05:27:00-05:00,342.62,342.77,342.3,599,342.3,11968,342.582214
2026-02-04 05:48:00-05:00,342.99,343.12,342.65,749,342.66,14428,342.926978
2026-02-04 06:09:00-05:00,342.77,343.06,342.51,1061,343.06,23325,342.783698
2026-02-04 06:30:00-05:00,343.52,343.6,342.47,1112,342.47,25142,343.072258
2026-02-04 06:51:00-05:00,343.66,344.2,343.21,1959,343.34,57597,343.745288
2026-02-04 07:12:00-05:00,343.16,344.18,343.02,1710,343.76,25842,343.506925
2026-02-04 07:33:00-05:00,343.16,343.28,342.57,1835,343.25,40517,342.88009
2026-02-04 07:54:00-05:00,342.96,344.2,340.38,13809,343.23,264519,342.95372
2026-02-04 08:15:00-05:00,342.58,343.18,342.36,2715,342.96,354144,342.920486
2026-02-04 08:36:00-05:00,342.57,342.99,341.86,2864,342.44,64301,342.449618
2026-02-04 08:57:00-05:00,341.67,342.76,341.26,3553,342.76,68378,341.89585
2026-02-04 09:18:00-05:00,341.76,343.2,339.56,64506,341.66,3238834,341.673017
2026-02-04 09:39:00-05:00,336.3,342.47,335.91,94643,341.81,4372947,339.451747
2026-02-04 10:00:00-05:00,335.96,337.1,334.62,105309,336.17,3713582,335.804488
2026-02-04 10:21:00-05:00,334.46,337.5,332.77,82494,335.9,2692574,334.874703
