timestamp,symbol,high,low,close,volume,vwap,trade_count
2025-07-07 17:29:00+00:00,MINM,3.57,3.57,3.57,100,3.57,1
2025-07-07 17:32:00+00:00,MINM,3.33,3.33,3.33,100,3.33,1
2025-07-07 17:36:00+00:00,MINM,3.36,3.36,3.36,100,3.36,1
