timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-27 04:00:00-05:00,308.18,308.37,307.93,180,307.96,5571,308.186361
2026-02-27 04:21:00-05:00,308.44,308.44,308.19,114,308.19,1938,308.350301
2026-02-27 04:42:00-05:00,307.79,308.11,307.79,319,308.03,6370,307.981752
2026-02-27 05:03:00-05:00,307.31,307.64,306.79,642,307.64,12834,307.283598
2026-02-27 05:24:00-05:00,307.56,307.56,307.34,64,307.34,1402,307.513085
2026-02-27 05:45:00-05:00,307.31,307.37,307.06,164,307.37,2791,307.232558
2026-02-27 06:06:00-05:00,307.04,307.17,307.04,76,307.17,873,307.113333
2026-02-27 06:27:00-05:00,306.09,307.16,305.79,485,307.13,7274,306.354508
2026-02-27 06:48:00-05:00,306.19,306.79,305.69,481,306.1,6872,306.210314
2026-02-27 07:09:00-05:00,306.48,306.79,305.79,285,305.79,5873,306.334572
2026-02-27 07:30:00-05:00,305.4,306.34,305.4,720,306.34,11021,305.89148
2026-02-27 07:51:00-05:00,305.69,308.17,305.3,7150,305.64,111765,306.247388
2026-02-27 08:12:00-05:00,304.98,305.98,304.79,1918,305.74,31551,305.498251
2026-02-27 08:33:00-05:00,304.84,305.12,304.33,2889,304.79,72213,304.848889
2026-02-27 08:54:00-05:00,305.21,305.77,304.83,1535,304.89,38877,305.143682
2026-02-27 09:15:00-05:00,306.37,307.03,303.57,27928,305.19,1217283,305.025004
2026-02-27 09:36:00-05:00,307.63,309.67,305.69,63383,306.38,2253561,307.802991
2026-02-27 09:57:00-05:00,308.01,309.06,307.38,55298,307.64,1601651,308.171591
2026-02-27 10:18:00-05:00,308.56,308.7,307.39,44194,308.02,937767,308.108273
