timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-27 04:00:00-05:00,204.43,204.5,203.23,499,203.33,12164,203.946465
2026-02-27 04:21:00-05:00,203.9,204.97,203.88,284,204.58,10171,204.409408
2026-02-27 04:42:00-05:00,203.63,203.82,203.58,71,203.82,2035,203.735633
2026-02-27 05:03:00-05:00,203.0,203.6,203.0,216,203.6,5412,203.339415
2026-02-27 05:24:00-05:00,203.4,203.4,202.91,92,203.04,3757,203.161281
2026-02-27 05:45:00-05:00,202.71,203.07,202.71,83,203.07,2049,202.830223
2026-02-27 06:06:00-05:00,202.81,202.99,202.7,118,202.79,4217,202.766745
2026-02-27 06:27:00-05:00,202.47,202.93,202.15,324,202.92,7058,202.537877
2026-02-27 06:48:00-05:00,201.69,202.3,201.24,824,202.04,21075,201.813205
2026-02-27 07:09:00-05:00,202.14,202.3,201.5,402,201.6,16266,202.055396
2026-02-27 07:30:00-05:00,201.5,202.0,201.47,333,202.0,9637,201.776745
2026-02-27 07:51:00-05:00,201.41,205.0,200.9105,5793,201.49,209629,202.221862
2026-02-27 08:12:00-05:00,201.12,201.76,200.1,2486,201.5,114243,200.874417
2026-02-27 08:33:00-05:00,200.56,201.7,200.0,3726,200.68,154744,200.808231
2026-02-27 08:54:00-05:00,200.2845,200.98,200.01,3564,200.65,92764,200.368253
2026-02-27 09:15:00-05:00,200.0399,200.94,198.01,25969,200.23,1576119,199.462925
2026-02-27 09:36:00-05:00,200.0199,201.13,198.78,40698,199.91,2563112,199.939956
2026-02-27 09:57:00-05:00,200.5764,201.89,199.5501,34703,199.975,2296116,200.785695
2026-02-27 10:18:00-05:00,200.49,201.2,199.65,24041,200.5,1429668,200.45317
