symbol,price,volume,percent_change,dollar_volume,day_range,timestamp,trades,avg_volume_5d,avg_range_5d,volume_surge_detected,volume_surge_ratio
ARAY,1.57,14962,0.6410256410256416,23490.34,0.02499999999999991,2025-08-27T00:00:00-04:00,,18530.0,0.03600000000000003,False,
CRNT,2.02,14674,-0.24691358024690832,29641.48,0.025000000000000355,2025-08-27T00:00:00-04:00,,15188.2,0.05,False,
FLYE,0.7791,14573,0.8282645269833003,11353.8243,0.027000000000000024,2025-08-27T00:00:00-04:00,,32056.4,0.10298,False,
DH,4.05,14261,3.3163265306122423,57757.049999999996,0.125,2025-08-27T00:00:00-04:00,,19118.2,0.14799999999999985,False,
LUNG,1.865,13746,4.775280898876402,25636.29,0.07000000000000006,2025-08-27T00:00:00-04:00,,35180.6,0.13100000000000006,False,
CURI,4.37,13596,-1.5765765765765827,59414.520000000004,0.11000000000000032,2025-08-27T00:00:00-04:00,,18975.8,0.14200000000000035,False,
ALXO,1.23,12639,10.313901345291479,15545.97,0.125,2025-08-27T00:00:00-04:00,,14372.8,0.11009999999999995,False,
NKTX,2.25,12557,1.8099547511312233,28253.25,0.04999999999999982,2025-08-27T00:00:00-04:00,,20468.0,0.10200000000000005,False,
EHTH,3.88,12191,0.7792207792207742,47301.08,0.054999999999999716,2025-08-27T00:00:00-04:00,,18932.4,0.18399999999999989,False,
AGEN,4.555,11574,-1.6198704103671746,52719.57,0.08000000000000007,2025-08-27T00:00:00-04:00,,12225.0,0.18700000000000028,False,
ALM,4.205,11356,-1.7523364485981348,47751.98,0.10000000000000053,2025-08-27T00:00:00-04:00,,14429.2,0.16100000000000003,False,
KLRS,3.025,11117,19.09448818897637,33628.924999999996,0.54,2025-08-27T00:00:00-04:00,,3122.0,0.17800000000000002,False,
KLTR,1.59,10693,-1.2422360248447215,17001.870000000003,0.05499999999999994,2025-08-27T00:00:00-04:00,,12306.8,0.07699999999999996,False,
NMRA,1.76,10430,1.4409221902017237,18356.8,0.04499999999999993,2025-08-27T00:00:00-04:00,,13300.6,0.07899999999999992,False,
SSKN,2.09,10415,23.668639053254434,21767.35,0.6349999999999998,2025-08-27T00:00:00-04:00,,2103.6,0.12699999999999995,False,
ATOM,3.4,10245,0.740740740740738,34833.0,0.0950000000000002,2025-08-27T00:00:00-04:00,,10096.8,0.13400000000000006,False,
