symbol,price,volume,percent_change,dollar_volume,day_range,timestamp,trades,avg_volume_5d,avg_range_5d,volume_surge_detected,volume_surge_ratio
IPDN,4.1,241951,114.65968586387432,991999.0999999999,1.2950000000000004,2025-08-29T00:00:00-04:00,,48452.2,0.25900000000000006,True,2718.550561797753
GMHS,2.21,1031769,84.16666666666667,2280209.4899999998,0.4700000000000002,2025-08-29T00:00:00-04:00,,207174.6,0.09600000000000004,True,1111.3709438535075
LGHL,1.82,587243,0.8310249307479294,1068782.26,0.72,2025-08-28T00:00:00-04:00,,117597.0,0.15,True,766.4928211821742
BIVIW,0.441,1007,12.932138284250957,444.087,0.009299999999999975,2025-08-28T00:00:00-04:00,,221.4,0.001859999999999995,True,70.49
PELI,10.02,3900,-0.09970089730807366,39078.0,0.0,2025-08-28T00:00:00-04:00,,868.4,0.0,True,61.764705882352935
MTEKW,0.3064,2100,33.21739130434782,643.44,0.0499,2025-08-28T00:00:00-04:00,,420.0,0.00998,True,58.8
EHGO,0.765,31091,5.183555616664385,23784.615,0.05800000000000005,2025-08-28T00:00:00-04:00,,6837.2,0.02267999999999999,True,54.20597758405978
SMX,2.18,277965,22.128851540616264,605963.7000000001,0.3400000000000003,2025-08-29T00:00:00-04:00,,63706.6,0.42800000000000005,True,49.86031076929976
INEO,1.22,9925,27.66848053578903,12108.5,0.2902,2025-08-28T00:00:00-04:00,,2139.4,0.06276,True,45.64717477003943
ENDW,29.61,1300,0.7828454731109612,38493.0,0.010000000000001563,2025-08-28T00:00:00-04:00,,300.0,0.00799999999999983,True,45.5
MOVE,1.035,206778,67.58419689119168,214015.22999999998,0.27500000000000013,2025-08-29T00:00:00-04:00,,45111.6,0.07849999999999999,True,44.76925575101488
RNIN,27.35,2250,0.4406904149834778,61537.5,0.0,2025-08-28T00:00:00-04:00,,490.0,0.0020000000000003127,True,43.871866295264624
HHS,3.6,603,-2.1739130434782625,2170.8,0.0,2025-08-28T00:00:00-04:00,,120.6,0.0,True,42.21
IPODW,0.19,600,0.0,114.0,0.0,2025-08-28T00:00:00-04:00,,120.0,0.0,True,42.0
KBAB,20.07,804,15.877598152424943,16136.28,0.7699999999999996,2025-08-29T00:00:00-04:00,,199.8,0.15399999999999991,True,32.98461538461538
FLDDW,0.4972,1000,10.48888888888888,497.2,0.0,2025-08-28T00:00:00-04:00,,200.0,0.0,True,32.71028037383177
HCOW,24.27,465,2.232518955349626,11285.55,0.00999999999999801,2025-08-28T00:00:00-04:00,,113.0,0.001999999999999602,True,32.55
BRTX,1.82,7537,15.189873417721516,13717.34,0.24499999999999988,2025-08-28T00:00:00-04:00,,1737.8,0.05699999999999998,True,32.527127003699135
MUD,15.8,1200,-2.106567534076827,18960.0,0.1800000000000015,2025-08-28T00:00:00-04:00,,260.0,0.036000000000000296,True,30.545454545454547
PLMK,10.29,400,0.0,4116.0,0.0,2025-08-28T00:00:00-04:00,,100.0,0.0,True,28.0
AVXC,57.565,4300,0.14787752261656378,247529.5,0.125,2025-08-28T00:00:00-04:00,,1075.8,0.07400000000000091,True,27.89620018535681
AFJKR,0.35,700,-12.50000000000001,244.99999999999997,0.04999999999999999,2025-08-28T00:00:00-04:00,,140.0,0.009999999999999998,True,24.5
KIDZW,0.085,1700,-13.705583756345174,144.5,0.0,2025-08-28T00:00:00-04:00,,440.0,0.0,True,23.8
YYAI,1.46,57992,-61.679790026246714,84668.31999999999,1.54,2025-08-29T00:00:00-04:00,,13588.6,0.785,True,23.68954248366013
NUKK,4.805,646535,29.16666666666665,3106600.675,1.125,2025-08-29T00:00:00-04:00,,173680.0,1.991,True,22.557907269864668
YXT,0.85,3000,-1.1627906976744196,2550.0,0.0,2025-08-29T00:00:00-04:00,,721.2,0.00020000000000000017,True,21.699819168173597
PPI,17.28,300,0.7580174927113852,5184.0,0.0,2025-08-28T00:00:00-04:00,,80.0,0.0,True,21.0
NYAX,50.39,1294,8.916027234410462,65204.66,0.5399999999999991,2025-08-28T00:00:00-04:00,,258.8,0.10799999999999983,True,19.777292576419214
SSKN,2.32,30893,20.83333333333333,71671.76,0.2599999999999998,2025-08-29T00:00:00-04:00,,8606.8,0.24299999999999997,True,19.627064803049556
RUMBW,2.44,1943,11.926605504587146,4740.92,0.6699999999999999,2025-08-28T00:00:00-04:00,,488.6,0.13399999999999998,True,19.43
EDSA,2.27,1133,-7.3469387755102105,2571.91,0.08999999999999986,2025-08-28T00:00:00-04:00,,286.6,0.020000000000000018,True,19.157004830917874
FCNCP,22.32,267,-1.326259946949605,5959.4400000000005,0.259999999999998,2025-08-28T00:00:00-04:00,,53.4,0.0519999999999996,True,18.689999999999998
VEON,60.79,49987,6.742756804214216,3038709.73,4.670000000000002,2025-08-28T00:00:00-04:00,,11881.2,2.1379999999999995,True,18.432755623452564
DTIL,5.01,35135,-0.4965243296921619,176026.35,0.09500000000000064,2025-08-28T00:00:00-04:00,,8834.8,0.13400000000000017,True,18.289953149401352
ERNZ,22.67,500,-1.0043668122270608,11335.0,0.03999999999999915,2025-08-28T00:00:00-04:00,,120.0,0.00799999999999983,True,17.5
EUDA,2.2,12800,-3.508771929824545,28160.000000000004,0.5300000000000002,2025-08-28T00:00:00-04:00,,3526.2,0.32300000000000006,True,16.95685087055261
GSHR,10.14,1200,0.0,12168.0,0.0,2025-08-28T00:00:00-04:00,,240.0,0.0,True,16.8
DWSH,6.71,2827,0.0,18969.17,0.0,2025-08-28T00:00:00-04:00,,764.0,0.051999999999999956,True,16.587594300083822
KQQQ,28.49,230,2.4820143884892003,6552.7,0.0,2025-08-28T00:00:00-04:00,,46.0,0.0,True,16.099999999999998
ARBKL,1.64,200,-4.093567251461992,328.0,0.0,2025-08-29T00:00:00-04:00,,60.0,0.0,True,16.0
CLSD,0.3587,51600,-5.902413431269666,18508.920000000002,0.02250000000000002,2025-08-29T00:00:00-04:00,,13110.8,0.015500000000000014,True,15.262885454411004
FGBI,7.96,661,-1.2406947890818925,5261.56,0.040000000000000036,2025-08-28T00:00:00-04:00,,195.2,0.008000000000000007,True,14.688888888888888
NYMTZ,18.4,416,-0.4329004329004429,7654.4,0.28000000000000114,2025-08-28T00:00:00-04:00,,123.2,0.05600000000000023,True,14.559999999999999
ACXP,4.9,4005,-12.499999999999988,19624.5,1.46,2025-08-28T00:00:00-04:00,,1126.0,0.3639999999999999,True,14.15909090909091
CARV,1.735,400,-0.28735632183907434,694.0,0.025000000000000133,2025-08-28T00:00:00-04:00,,100.0,0.005000000000000027,True,14.0
CCIXW,0.7,200,0.0,140.0,0.010000000000000009,2025-08-28T00:00:00-04:00,,40.0,0.0020000000000000018,True,14.0
WOOD,75.625,200,1.673837052971235,15125.0,0.0,2025-08-28T00:00:00-04:00,,40.0,0.0,True,14.0
IPWR,5.52,2599,8.235294117647058,14346.48,0.28999999999999915,2025-08-28T00:00:00-04:00,,606.2,0.05799999999999983,True,13.793025018953754
WXM,2.86,515,-4.347826086956533,1472.8999999999999,0.0,2025-08-28T00:00:00-04:00,,157.0,0.0019999999999999575,True,13.351851851851853
MVLL,14.785,42507,-32.42687385740402,628465.995,1.1199999999999992,2025-08-29T00:00:00-04:00,,12607.2,0.5539999999999996,True,13.333437892095358
XCUR,5.76,203,-7.246376811594206,1169.28,0.0,2025-08-28T00:00:00-04:00,,40.6,0.0,True,13.157407407407407
COOT,0.71,5899,9.247576550238486,4188.29,0.03200000000000003,2025-08-29T00:00:00-04:00,,1899.6,0.025479999999999992,True,13.112531258682967
BRNS,1.24,186,15.887850467289713,230.64,0.0,2025-08-28T00:00:00-04:00,,37.2,0.0,True,13.02
YORKW,1.755,9454,26.714801444043314,16591.77,0.19500000000000006,2025-08-28T00:00:00-04:00,,2632.8,0.10100000000000002,True,12.790490916119058
ICMB,2.925,1954,0.0,5715.45,0.029999999999999805,2025-08-28T00:00:00-04:00,,492.8,0.019000000000000038,True,12.300359712230215
HBIO,0.4954,22219,-5.727878211227395,11007.2926,0.015099999999999947,2025-08-29T00:00:00-04:00,,6421.6,0.02515999999999997,True,11.393628613550414
ROE,33.4,800,0.6630500301386343,26720.0,0.030000000000001137,2025-08-28T00:00:00-04:00,,180.0,0.006000000000000227,True,11.2
YGMZ,0.8953,1835,28.08297567954221,1642.8754999999999,0.13829999999999998,2025-08-28T00:00:00-04:00,,487.0,0.027659999999999997,True,11.14050303555941
LDWY,5.99,400,5.830388692579507,2396.0,0.0,2025-08-29T00:00:00-04:00,,140.0,0.025999999999999978,True,10.666666666666666
GSIW,0.1018,217306,1.192842942345931,22121.7508,0.015799999999999995,2025-08-28T00:00:00-04:00,,63299.4,0.007879999999999998,True,10.567522317551843
NZAC,41.125,148,0.7718696397941625,6086.5,0.0,2025-08-28T00:00:00-04:00,,29.6,0.0,True,10.36
CIIT,0.6713,1899,-6.098755070639247,1274.7987,0.02429999999999999,2025-08-28T00:00:00-04:00,,579.8,0.014080000000000004,True,10.162844036697248
CDL,69.2,2000,0.39170172638908457,138400.0,0.13000000000000966,2025-08-29T00:00:00-04:00,,617.4,0.053000000000000116,True,10.126582278481013
MWYN,0.8187,8256,2.581130184187439,6759.1872,0.11680000000000001,2025-08-28T00:00:00-04:00,,2442.6,0.02942,True,9.662598227721118
OBIL,50.205,5308,0.0,266488.14,0.005000000000002558,2025-08-28T00:00:00-04:00,,1519.0,0.0029999999999986925,True,9.63839169909209
CLWT,1.36,423,1.492537313432837,575.2800000000001,0.019999999999999796,2025-08-28T00:00:00-04:00,,126.6,0.007999999999999962,True,9.551612903225807
VSTL,21.5,402,2.1377672209026097,8643.0,0.23000000000000043,2025-08-28T00:00:00-04:00,,120.4,0.04600000000000008,True,9.38
RGTIW,6.24,5918,10.247349823321555,36928.32,0.33999999999999986,2025-08-28T00:00:00-04:00,,1825.0,0.2680000000000001,True,9.366041148541713
WTBA,19.995,669,0.07507507507507792,13376.655,0.10500000000000043,2025-08-28T00:00:00-04:00,,208.4,0.021000000000000085,True,9.31013916500994
AIPO,20.72,904,5.231081767394604,18730.879999999997,0.0,2025-08-28T00:00:00-04:00,,180.8,0.0,True,9.02710413694722
ARKOW,0.0117,1900,13.59223300970874,22.23,0.00020000000000000052,2025-08-28T00:00:00-04:00,,519.2,0.0005600000000000001,True,8.860759493670887
EDTK,1.115,900,8.780487804878058,1003.5,0.0,2025-08-28T00:00:00-04:00,,200.0,0.0,True,8.456375838926174
IMA,13.5,220,-3.295128939828086,2970.0,0.005000000000000782,2025-08-28T00:00:00-04:00,,81.0,0.0010000000000001564,True,8.324324324324325
NMPAU,10.06,1300,-0.09930486593842885,13078.0,0.0,2025-08-28T00:00:00-04:00,,480.0,0.0,True,8.272727272727273
ALAR,14.39,7394,-13.417569193742482,106399.66,3.6500000000000004,2025-08-28T00:00:00-04:00,,2331.2,1.0679999999999996,True,8.268051118210861
DADS,20.24,1900,1.5045135406218513,38456.0,0.029999999999997584,2025-08-28T00:00:00-04:00,,380.0,0.005999999999999517,True,8.09494826536823
AGZD,22.33,1087,0.13452914798205196,24272.71,0.029999999999997584,2025-08-28T00:00:00-04:00,,237.4,0.005999999999999517,True,8.060381355932202
PLBC,43.33,545,0.1618122977346285,23614.85,0.12999999999999545,2025-08-28T00:00:00-04:00,,204.0,0.02599999999999909,True,8.03157894736842
LIEN,10.89,2102,-0.27472527472526886,22890.780000000002,0.07000000000000028,2025-08-28T00:00:00-04:00,,649.2,0.021000000000000085,True,7.975067750677507
GLMD,1.345,11096,-3.9285714285714244,14924.119999999999,0.135,2025-08-28T00:00:00-04:00,,3297.4,0.10099999999999998,True,7.923288789146181
RETO,1.79,301,-4.787234042553185,538.79,0.0,2025-08-29T00:00:00-04:00,,80.2,0.0,True,7.921052631578948
THTX,3.25,100497,0.0,326615.25,0.02499999999999991,2025-08-28T00:00:00-04:00,,28866.8,0.009999999999999875,True,7.896627977459982
CCSO,24.14,224,3.471924560651532,5407.360000000001,0.0,2025-08-28T00:00:00-04:00,,44.8,0.0,True,7.84
MNYWW,0.112,600,-20.000000000000007,67.2,0.0097,2025-08-28T00:00:00-04:00,,227.6,0.00996,True,7.806691449814126
CORZW,8.32,97519,2.337023370233696,811358.0800000001,0.46000000000000085,2025-08-28T00:00:00-04:00,,30955.0,0.39,True,7.780534786176712
NTIC,7.37,1155,-1.8641810918774926,8512.35,0.04999999999999982,2025-08-28T00:00:00-04:00,,311.2,0.009999999999999964,True,7.397072278133577
SHPU,30.06,1480,6.557958170861388,44488.799999999996,0.4800000000000004,2025-08-28T00:00:00-04:00,,519.0,0.5039999999999999,True,7.321554770318022
JG,10.62,102,15.184381778741848,1083.24,0.0,2025-08-28T00:00:00-04:00,,20.4,0.0,True,7.14
APRE,1.59,3171,0.6329113924050638,5041.89,0.025000000000000133,2025-08-28T00:00:00-04:00,,1028.0,0.015000000000000036,True,7.135004821600771
RUSC,30.26,300,0.23186485591255473,9078.0,0.0,2025-08-28T00:00:00-04:00,,120.0,0.0,True,7.000000000000001
FDIF,34.75,200,0.4045073678127726,6950.0,0.0,2025-08-28T00:00:00-04:00,,80.0,0.0,True,7.0
FLDB,50.53,100,-0.17779533781113455,5053.0,0.0,2025-08-28T00:00:00-04:00,,20.0,0.0,True,7.0
VSMV,51.695,100,0.5152634649037537,5169.5,0.0,2025-08-28T00:00:00-04:00,,40.0,0.0,True,7.0
BDGS,33.94,100,0.20667257159728458,3394.0,0.0,2025-08-28T00:00:00-04:00,,40.0,0.0,True,7.0
GRABW,0.38,100,5.555555555555561,38.0,0.0,2025-08-28T00:00:00-04:00,,20.0,0.0,True,7.0
FRDU,27.95,100,-3.3206502940159144,2795.0,0.0,2025-08-28T00:00:00-04:00,,40.0,0.0,True,7.0
SLNG,4.15,100,-0.24038461538461023,415.00000000000006,0.0,2025-08-28T00:00:00-04:00,,20.0,0.0,True,7.0
RIFR,25.62,100,-1.233616037008482,2562.0,0.0,2025-08-28T00:00:00-04:00,,20.0,0.0,True,7.0
PROV,15.31,100,0.26195153896529744,1531.0,0.0,2025-08-28T00:00:00-04:00,,20.0,0.0,True,7.0
BEAG,10.36,1600,0.09661835748792065,16576.0,0.0,2025-08-28T00:00:00-04:00,,503.2,0.0,True,6.930693069306931
COYY,20.615,4235,-0.16949152542372953,87304.525,0.38500000000000156,2025-08-28T00:00:00-04:00,,1246.6,0.1520000000000003,True,6.898999301838492
HIDE,22.905,608,0.0,13926.240000000002,0.0,2025-08-28T00:00:00-04:00,,246.6,0.0,True,6.8096
ALBT,2.17,1965,6.372549019607837,4264.05,0.040000000000000036,2025-08-28T00:00:00-04:00,,566.2,0.046,True,6.8094059405940595
FTRI,14.93,1465,0.5387205387205392,21872.45,0.09999999999999964,2025-08-28T00:00:00-04:00,,333.0,0.019999999999999928,True,6.659090909090909
JRSH,3.36,1249,0.2985074626865608,4196.639999999999,0.05500000000000016,2025-08-28T00:00:00-04:00,,340.4,0.011000000000000032,True,6.65372907153729
ISHG,76.035,5209,0.3894903617639315,396066.315,0.2400000000000091,2025-08-28T00:00:00-04:00,,1656.4,0.17399999999999807,True,6.604419489222967
HVII,10.17,453,0.0,4607.01,0.0,2025-08-28T00:00:00-04:00,,150.6,0.0,True,6.342
VONE,295.19,2615,0.6032308636084731,771921.85,1.2900000000000205,2025-08-28T00:00:00-04:00,,831.8,0.4259999999999991,True,6.253843525794328
DMAA,10.26,4700,0.19531249999999584,48222.0,0.0,2025-08-28T00:00:00-04:00,,1260.0,0.0,True,6.1610486891385765
SKRE,9.55,438,-0.5208333333333223,4182.900000000001,0.08000000000000007,2025-08-28T00:00:00-04:00,,187.6,0.02300000000000004,True,6.132
QQXT,98.73,700,0.41700569568756185,69111.0,0.060000000000002274,2025-08-28T00:00:00-04:00,,274.6,0.021999999999999888,True,5.9466019417475735
SAIH,7.06,167,4.283604135893649,1179.02,0.0,2025-08-28T00:00:00-04:00,,73.4,0.0,True,5.845
USAF,26.71,103,0.6026365348399252,2751.13,0.0,2025-08-28T00:00:00-04:00,,45.4,0.0,True,5.814516129032258
HBNB,2.52,200,2.8571428571428505,504.0,0.020000000000000018,2025-08-28T00:00:00-04:00,,88.2,0.0040000000000000036,True,5.809128630705394
ALOT,10.545,267,-2.811059907834099,2815.515,0.0,2025-08-28T00:00:00-04:00,,97.6,0.0019999999999999575,True,5.768518518518519
SCOR,6.87,2266,3.6199095022624466,15567.42,0.29000000000000004,2025-08-28T00:00:00-04:00,,653.2,0.12400000000000003,True,5.665
MSGY,12.52,1952,-2.0344287949921736,24439.04,0.7799999999999994,2025-08-28T00:00:00-04:00,,483.6,0.1919999999999998,True,5.602296022960229
COIG,33.1,1499,2.508516568597096,49616.9,0.7700000000000031,2025-08-28T00:00:00-04:00,,457.8,0.15600000000000022,True,5.551851851851852
