trade_id,symbol,date,entry_time,entry_price,exit_time,exit_price,exit_reason,profit_pct,profit_abs,hold_time_minutes,timeframe_minutes,green_threshold,take_profit_pct,trailing_stop_pct,json_file
64,BSLK,2025-08-13,2025-08-13 12:57:00,9.365,2025-08-13 13:04:00-04:00,11.73,take_profit,25.253603844100375,2.365,7.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154616.json
65,BSLK,2025-08-13,2025-08-13 13:04:00,11.73,2025-08-13 13:13:00-04:00,14.26,take_profit,21.568627450980387,2.5299999999999994,9.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154617.json
66,BSLK,2025-08-13,2025-08-13 14:01:00,16.39,2025-08-13 14:55:00-04:00,13.12,trailing_stop,-19.951189749847476,-3.2700000000000014,54.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154620.json
67,BSLK,2025-08-13,2025-08-13 11:23:00,6.77,2025-08-13 11:27:00-04:00,7.82,take_profit,15.50960118168391,1.0500000000000007,4.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154613.json
68,BSLK,2025-08-13,2025-08-13 11:30:00,8.17,2025-08-13 12:58:00-04:00,10.0,take_profit,22.39902080783354,1.83,88.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154614.json
69,BSLK,2025-08-13,2025-08-13 13:13:00,14.26,2025-08-13 13:25:00-04:00,11.86,trailing_stop,-16.83029453015428,-2.4000000000000004,12.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154619.json
70,BSLK,2025-08-13,2025-08-13 12:57:00,9.365,2025-08-13 13:04:00-04:00,11.73,take_profit,25.253603844100375,2.365,7.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154616.json
71,BSLK,2025-08-13,2025-08-13 13:04:00,11.73,2025-08-13 13:13:00-04:00,14.26,take_profit,21.568627450980387,2.5299999999999994,9.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154617.json
72,BSLK,2025-08-13,2025-08-13 14:01:00,16.39,2025-08-13 14:55:00-04:00,13.12,trailing_stop,-19.951189749847476,-3.2700000000000014,54.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154620.json
73,BSLK,2025-08-13,2025-08-13 11:23:00,6.77,2025-08-13 11:27:00-04:00,7.82,take_profit,15.50960118168391,1.0500000000000007,4.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154613.json
74,BSLK,2025-08-13,2025-08-13 11:30:00,8.17,2025-08-13 12:58:00-04:00,10.0,take_profit,22.39902080783354,1.83,88.0,20,0.6,15,20.0,runs/2025-08-13/BSLK/run_2025-08-13_tf20_th0.6_698c4098/historical_data/2025-08-13/superduper_alerts_sent/bullish/green/superduper_alert_BSLK_20250817_154614.json
75,ATNF,2025-08-12,2025-08-12 12:12:00,7.475,2025-08-12 12:55:00-04:00,8.6,take_profit,15.050167224080269,1.125,43.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154703.json
76,ATNF,2025-08-12,2025-08-12 13:11:00,9.2,2025-08-12 14:26:00-04:00,10.725,take_profit,16.576086956521742,1.5250000000000004,75.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154710.json
77,ATNF,2025-08-12,2025-08-12 12:59:00,9.075,2025-08-12 14:25:00-04:00,10.46,take_profit,15.261707988980735,1.3850000000000016,86.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154709.json
78,ATNF,2025-08-12,2025-08-12 12:17:00,7.495,2025-08-12 12:56:00-04:00,8.875,take_profit,18.41227484989993,1.38,39.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154704.json
79,ATNF,2025-08-12,2025-08-12 12:56:00,8.76,2025-08-12 14:19:00-04:00,10.14,take_profit,15.753424657534257,1.3800000000000008,83.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154708.json
80,ATNF,2025-08-12,2025-08-12 12:54:00,8.435,2025-08-12 14:15:00-04:00,9.93,take_profit,17.723770005927673,1.4949999999999992,81.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154707.json
81,ATNF,2025-08-12,2025-08-12 12:18:00,7.675,2025-08-12 12:56:00-04:00,8.875,take_profit,15.635179153094464,1.2000000000000002,38.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154705.json
82,ATNF,2025-08-12,2025-08-12 12:12:00,7.475,2025-08-12 12:55:00-04:00,8.6,take_profit,15.050167224080269,1.125,43.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154703.json
83,ATNF,2025-08-12,2025-08-12 13:11:00,9.2,2025-08-12 14:26:00-04:00,10.725,take_profit,16.576086956521742,1.5250000000000004,75.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154710.json
84,ATNF,2025-08-12,2025-08-12 12:59:00,9.075,2025-08-12 14:25:00-04:00,10.46,take_profit,15.261707988980735,1.3850000000000016,86.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154709.json
85,ATNF,2025-08-12,2025-08-12 12:17:00,7.495,2025-08-12 12:56:00-04:00,8.875,take_profit,18.41227484989993,1.38,39.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154704.json
86,ATNF,2025-08-12,2025-08-12 12:56:00,8.76,2025-08-12 14:19:00-04:00,10.14,take_profit,15.753424657534257,1.3800000000000008,83.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154708.json
87,ATNF,2025-08-12,2025-08-12 12:54:00,8.435,2025-08-12 14:15:00-04:00,9.93,take_profit,17.723770005927673,1.4949999999999992,81.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154707.json
88,ATNF,2025-08-12,2025-08-12 12:18:00,7.675,2025-08-12 12:56:00-04:00,8.875,take_profit,15.635179153094464,1.2000000000000002,38.0,20,0.6,15,20.0,runs/2025-08-12/ATNF/run_2025-08-12_tf20_th0.6_83ee56aa/historical_data/2025-08-12/superduper_alerts_sent/bullish/green/superduper_alert_ATNF_20250817_154705.json
