timestamp,close,high,low,trade_count,open,volume,vwap
2026-03-03 04:15:00-05:00,262.06,262.89,262.06,402,262.72,15317,262.623467
2026-03-03 04:36:00-05:00,261.68,262.53,261.6,740,262.48,19467,262.058905
2026-03-03 04:57:00-05:00,261.7,261.9,261.42,390,261.68,10623,261.595331
2026-03-03 05:18:00-05:00,260.73,261.82,260.7,714,261.82,19269,261.253062
2026-03-03 05:39:00-05:00,261.11,261.79,261.02,288,261.02,9846,261.379152
2026-03-03 06:00:00-05:00,260.8,261.36,260.72,383,261.14,10862,260.977249
2026-03-03 06:21:00-05:00,261.81,262.5,261.09,813,261.09,33005,261.906191
2026-03-03 06:42:00-05:00,262.2,262.54,262.08,423,262.19,15430,262.284595
2026-03-03 07:03:00-05:00,262.82,263.0,262.07,839,262.21,38542,262.583783
2026-03-03 07:24:00-05:00,263.25,263.3,262.57,522,262.82,23768,262.811332
2026-03-03 07:45:00-05:00,261.0,263.88,260.61,6463,263.18,142942,262.608031
2026-03-03 08:06:00-05:00,263.0009,263.65,262.01,1059,262.01,35218,263.394135
2026-03-03 08:27:00-05:00,262.13,263.07,262.06,1435,263.07,50383,262.400466
2026-03-03 08:48:00-05:00,263.2517,263.4399,262.07,1490,262.13,47120,262.453941
2026-03-03 09:09:00-05:00,263.8,263.98,262.57,2338,263.24,89692,263.205786
2026-03-03 09:30:00-05:00,262.85,265.56,261.21,74302,263.48,3926312,263.357258
2026-03-03 09:51:00-05:00,264.28,264.6999,262.03,56597,262.86,2042077,262.99926
2026-03-03 10:12:00-05:00,262.73,264.77,262.16,55925,264.24,1841080,263.413421
