timestamp,close,high,low,trade_count,open,volume,vwap
2026-02-18 04:03:00-05:00,304.15,304.79,303.46,1393,303.62,30638,304.093269
2026-02-18 04:24:00-05:00,303.94,304.29,303.89,452,304.12,8187,304.091942
2026-02-18 04:45:00-05:00,303.78,303.98,303.51,595,303.98,10724,303.784675
2026-02-18 05:06:00-05:00,303.8,303.89,303.79,170,303.79,2136,303.847684
2026-02-18 05:27:00-05:00,303.9,304.03,303.69,399,303.76,7505,303.888033
2026-02-18 05:48:00-05:00,303.63,303.9,303.63,361,303.9,6830,303.725
2026-02-18 06:09:00-05:00,303.12,303.51,303.12,540,303.45,6176,303.398842
2026-02-18 06:30:00-05:00,303.42,303.59,302.98,564,303.07,11075,303.159635
2026-02-18 06:51:00-05:00,303.69,303.69,303.15,829,303.39,11766,303.411116
2026-02-18 07:12:00-05:00,302.56,303.67,302.39,1408,303.53,21211,303.118094
2026-02-18 07:33:00-05:00,302.71,302.71,302.26,639,302.5,10441,302.516571
2026-02-18 07:54:00-05:00,302.85,304.27,302.09,6744,302.77,116297,303.15035
2026-02-18 08:15:00-05:00,302.76,303.09,302.64,1255,302.91,20459,302.893747
2026-02-18 08:36:00-05:00,302.36,302.79,301.83,1903,302.79,29036,302.24847
2026-02-18 08:57:00-05:00,301.92,302.3,301.62,2169,302.2,26317,301.98701
2026-02-18 09:18:00-05:00,303.27,304.75,301.14,46611,301.92,2216010,302.764007
2026-02-18 09:39:00-05:00,303.15,303.38,301.14,64239,303.31,1841872,302.380972
2026-02-18 10:00:00-05:00,303.19,303.91,302.59,64770,303.11,1713096,303.311112
2026-02-18 10:21:00-05:00,303.09,303.26,301.85,52597,303.18,1359161,302.546148
