timestamp,symbol,high,low,close,volume,vwap,trade_count
2025-07-09 09:30:00,GAME,1.935,1.87,1.925,4314,1.923555,44
2025-07-09 09:31:00,GAME,1.96,1.86,1.96,5859,1.920506,47
2025-07-09 09:32:00,GAME,2.03,1.975,2.02,7836,2.000455,39
2025-07-09 09:33:00,GAME,2.21,2.05,2.2,6041,2.119027,44
2025-07-09 09:34:00,GAME,2.21,2.18,2.18,4843,2.181492,17
2025-07-09 09:35:00,GAME,2.25,2.165,2.165,2080,2.203611,18
2025-07-09 09:36:00,GAME,2.35,2.165,2.35,11792,2.224349,72
2025-07-09 09:37:00,GAME,2.455,2.245,2.455,11611,2.376354,40
2025-07-09 09:38:00,GAME,2.6,2.455,2.565,47182,2.523449,170
2025-07-09 09:39:00,GAME,2.67,2.395,2.405,16025,2.537741,118
2025-07-09 09:40:00,GAME,2.425,2.375,2.385,4680,2.406746,38
2025-07-09 09:41:00,GAME,2.365,2.255,2.285,5524,2.279615,39
2025-07-09 09:42:00,GAME,2.475,2.415,2.475,851,2.449,13
2025-07-09 09:43:00,GAME,2.485,2.41,2.415,2929,2.450364,25
2025-07-09 09:44:00,GAME,2.505,2.445,2.5,22377,2.499071,68
2025-07-09 09:45:00,GAME,2.575,2.56,2.575,986,2.565604,11
2025-07-09 10:02:00,GAME,2.105,2.07,2.105,1793,2.086616,17
