timestamp,close,high,low,trade_count,open,volume,vwap
2025-04-10 04:09:00-04:00,93.3,94.12,93.03,683,94.03,40867,93.397007
2025-04-10 04:30:00-04:00,92.88,93.19,92.28,744,93.19,33924,92.760988
2025-04-10 04:51:00-04:00,92.88,93.04,92.39,407,92.94,23152,92.670122
2025-04-10 05:12:00-04:00,93.43,93.66,92.87,1421,92.87,57431,93.32824
2025-04-10 05:33:00-04:00,93.1,93.49,92.82,318,93.37,19690,93.203002
2025-04-10 05:54:00-04:00,93.77,93.78,93.01,434,93.2,25824,93.355559
2025-04-10 06:15:00-04:00,93.68,93.85,93.34,384,93.76,18970,93.677429
2025-04-10 06:36:00-04:00,93.67,94.29,93.41,703,93.68,28406,93.844967
2025-04-10 06:57:00-04:00,93.4,93.94,93.4,715,93.63,44939,93.729133
2025-04-10 07:18:00-04:00,93.9,94.08,93.4,614,93.45,43331,93.63825
2025-04-10 07:39:00-04:00,93.84,93.9,93.72,268,93.89,17826,93.795307
2025-04-10 08:00:00-04:00,93.5,96.35,92.9896,3808,93.9,219629,94.156057
2025-04-10 08:21:00-04:00,92.83,94.2,92.68,2147,93.45,153910,93.492515
2025-04-10 08:42:00-04:00,93.51,93.8,92.6238,1843,92.99,544584,93.228194
2025-04-10 09:03:00-04:00,93.05,93.7,92.9,1651,93.48,106409,93.275441
2025-04-10 09:24:00-04:00,90.36,93.1099,90.06,61046,93.1099,4802381,91.402415
2025-04-10 09:45:00-04:00,89.5893,90.9897,88.47,60975,90.34,4756271,89.810459
2025-04-10 10:06:00-04:00,90.6,90.68,89.05,41779,89.58,3230380,89.8137
2025-04-10 10:27:00-04:00,89.695,90.87,89.67,30291,90.6,2298741,90.41584
